id,true_text,predicted_text,metrics
99244,the,the,0.0
31564,This,This,0.0
23070,the,the,0.0
110457,confine,confine,0.0
12470,Old,old,0.3333333333333333
92235,vain,vain,0.0
54856,we,we,0.0
3777,got,got,0.0
655,action,action,0.0
85950,It,It,0.0
17066,suit,suit,0.0
38185,at,at,0.0
35321,that,that,0.0
64706,on,on,0.0
55658,gladly,gland,0.5
55401,in,an,0.5
12028,of,of,0.0
95114,most,most,0.0
102650,D.S.C.,DrC,0.6666666666666666
33420,codex,code,0.2
25557,shyly,supply,0.6
73752,residual,residual,0.0
103475,to,to,0.0
16874,about,about,0.0
81520,and,and,0.0
50640,refined,refined,0.0
102063,minds,minds,0.0
86964,fury,fully,0.5
98629,Alastair,Alastair,0.0
39757,the,the,0.0
67222,like,film,0.75
114075,sporting,sporting,0.0
107252,always,always,0.0
11364,to,to,0.0
59759,have,have,0.0
38218,and,and,0.0
48983,her,her,0.0
75796,less,less,0.0
61209,writing,writing,0.0
26174,in,in,0.0
72021,structurally,structurally,0.0
52220,CUP,CUP,0.0
78449,a,a,0.0
80933,substantial,substantial,0.0
106006,according,according,0.0
39210,but,but,0.0
2483,of,of,0.0
7261,join,join,0.0
79601,aluminium,aluminium,0.0
41503,secured,secured,0.0
87543,The,The,0.0
59301,this,this,0.0
12111,double,double,0.0
18544,to,to,0.0
64626,",",",",0.0
26848,series,series,0.0
55996,clearly,clearly,0.0
85093,the,the,0.0
93213,and,and,0.0
50136,first,first,0.0
41175,the,the,0.0
82361,",",",",0.0
46016,inevitably,inevitably,0.0
18686,in,in,0.0
60616,ever,ever,0.0
102608,darling,darling,0.0
1825,resume,resume,0.0
15776,We,the,1.0
15562,",",",",0.0
90021,But,But,0.0
63975,malady,unlikely,1.0
46093,not,not,0.0
88717,",",of,2.0
65456,",",",",0.0
12706,to,to,0.0
115130,his,his,0.0
89728,with,with,0.0
60702,the,the,0.0
68884,very,",",1.0
1051,blown,blow,0.2
40037,legs,legs,0.0
96885,Waving,War,0.6666666666666666
69755,colour,colour,0.0
26003,and,and,0.0
99977,annoyance,anymore,0.5555555555555556
17748,the,the,0.0
85563,her,her,0.0
42072,a,a,0.0
45656,"""","""",0.0
106836,a,a,0.0
28576,whom,whom,0.0
24897,taken,taken,0.0
33857,action,action,0.0
105997,a,a,0.0
19375,Yanks,yards,0.6
62401,!,!,0.0
9150,to,to,0.0
81416,very,very,0.0
63715,first,first,0.0
95475,it,it,0.0
39826,that,that,0.0
22430,The,The,0.0
18134,the,the,0.0
107235,pretend,pretend,0.0
54306,made,made,0.0
62006,will,will,0.0
90782,the,the,0.0
5528,it,it,0.0
105884,the,the,0.0
46374,further,further,0.0
59808,",",",",0.0
84766,the,the,0.0
2169,to,to,0.0
42105,I,I,0.0
52043,in,in,0.0
17942,weather,weather,0.0
68747,",",",",0.0
63660,understand,understand,0.0
61203,English,English,0.0
54114,fact,fact,0.0
20521,Ben,been,0.6666666666666666
31522,I,I,0.0
61200,one,one,0.0
43028,where,where,0.0
9136,of,of,0.0
99316,was,was,0.0
40160,the,the,0.0
20885,Germany's,Germanyss',0.2222222222222222
41512,as,as,0.0
114201,muffled,unified,0.5714285714285714
91740,expressionless,organisations,0.7857142857142857
5021,up,up,0.0
20611,"""","""",0.0
7673,Conservative,Conservative,0.0
65854,adding,adding,0.0
17051,over,over,0.0
25993,in,in,0.0
26945,Bryan,Bryan,0.0
3614,a,a,0.0
69006,a,a,0.0
44620,these,these,0.0
51467,alone,alone,0.0
114273,holiday,Roddy,0.5714285714285714
56066,he,he,0.0
54185,many,man,0.25
56240,",",",",0.0
31551,gives,gives,0.0
53696,was,was,0.0
32687,colleagues,colleagues,0.0
83098,one,one,0.0
71506,he,he,0.0
53064,',",",1.0
67284,later,later,0.0
92243,life-tempo,infen temperature,1.1
45335,;,;,0.0
68558,",",",",0.0
57957,the,the,0.0
58334,to,to,0.0
13657,a,a,0.0
14257,self-,self-,0.0
7633,their,their,0.0
76755,large,large,0.0
45762,it,it,0.0
94843,Indians,Indians,0.0
227,existence,existence,0.0
71654,women,women,0.0
69677,and,as,0.6666666666666666
111112,a,a,0.0
78019,to,to,0.0
45138,obvious,obvious,0.0
56384,how,how,0.0
112351,house,house,0.0
106795,he,he,0.0
81980,could,could,0.0
46741,citizens,citizens,0.0
30038,agreed,agreed,0.0
27920,their,their,0.0
46772,to,to,0.0
66990,Neapolitan,Neapolitan,0.0
73542,in,in,0.0
6925,of,of,0.0
59716,",",",",0.0
15128,takes,takes,0.0
3212,He,He,0.0
54695,fought,fought,0.0
43579,fishery,fish,0.42857142857142855
15067,has,has,0.0
44056,"1,500","""",1.0
50558,",",',1.0
101908,you,you,0.0
37998,afternoon,afternoon,0.0
69077,The,The,0.0
71614,with,with,0.0
14991,rising,rising,0.0
6262,last,best,0.5
10176,which,which,0.0
61230,the,the,0.0
6453,hold,hold,0.0
66480,",",",",0.0
23961,this,this,0.0
32127,ture,cure,0.25
18012,Good,Good,0.0
8590,any,any,0.0
43395,Norfolk,Norfolk,0.0
75060,the,the,0.0
115003,it,it,0.0
37903,how,how,0.0
34842,night-time,nighttimetimetimet,0.9
14419,possibility,possibility,0.0
25552,",",",",0.0
18068,a,a,0.0
20427,first,first,0.0
34070,God,God,0.0
113887,Monsieur,Monsieur,0.0
98657,she,she,0.0
43678,",",",",0.0
76906,),),0.0
100190,alone,alone,0.0
93933,kept,kept,0.0
13026,carrying,carrying,0.0
29321,the,the,0.0
101014,wid,which,1.0
17981,life,life,0.0
95772,two-twenty,twenty twentyttt-,0.9
27401,his,his,0.0
86663,Passon,Pass,0.3333333333333333
24624,bring,bring,0.0
7936,Liberal,Liberal,0.0
79395,is,is,0.0
51394,created,created,0.0
2423,saying,saying,0.0
11518,#,pet,3.0
97990,their,their,0.0
35827,by,by,0.0
88961,respect,respect,0.0
52233,",",",",0.0
102981,Accuracy,Accuracy,0.0
54343,One,One,0.0
104741,like,we,0.75
102165,ought,ought,0.0
12376,signed,aimed,0.5
104448,said,said,0.0
82971,be,be,0.0
103630,me,me,0.0
50207,sighed,sighed,0.0
39468,can,can,0.0
11613,United,United,0.0
22868,well,well,0.0
65712,",",",",0.0
61122,the,the,0.0
29138,can't,canttt,0.4
88543,Kitty,Kitty,0.0
96452,spirits,spirits,0.0
35322,we,we,0.0
36752,",",",",0.0
96370,though,though,0.0
92234,in,in,0.0
99006,5.0,5.0,0.0
89197,than,than,0.0
67730,found,found,0.0
101747,",",",",0.0
19461,I,I,0.0
47735,",",",",0.0
86509,Pete,Pete,0.0
42181,the,the,0.0
31205,"""","""",0.0
5354,is,is,0.0
64771,new,new,0.0
45008,hexagonal,hexagonal,0.0
83196,Empress,Express,0.14285714285714285
53934,Chapter,chapter,0.14285714285714285
33104,page,page,0.0
38629,at,at,0.0
25961,estranged,estranged,0.0
39035,crochet,crochet,0.0
110036,other,other,0.0
57408,a,a,0.0
23436,with,with,0.0
108031,been,been,0.0
48759,Lefroy,Left,0.5
65692,the,the,0.0
56008,Burge,Burg,0.2
43623,caught,caught,0.0
34505,your,your,0.0
88130,it,it,0.0
39870,stitches,stitches,0.0
97775,',",",1.0
95036,unwelcome,unwelcome,0.0
96830,he,he,0.0
70327,her,her,0.0
107202,be,be,0.0
98314,Captive,Capt,0.42857142857142855
79261,radioactivity,radioactivity,0.0
97364,conductor,conductor,0.0
26218,for,for,0.0
77208,Post,Post,0.0
24681,and,and,0.0
76504,been,been,0.0
95174,minds,minds,0.0
85084,as,as,0.0
106830,dancing,dancing,0.0
23826,France,France,0.0
36312,particular,particular,0.0
8455,can,can,0.0
23036,"""","""",0.0
90065,regarded,regarded,0.0
31635,set,set,0.0
42089,use,use,0.0
43410,herring,to,1.0
64858,",",',1.0
101734,if,if,0.0
29905,David,David,0.0
21027,ally,all,0.25
39849,are,are,0.0
36322,together,together,0.0
39658,household,household,0.0
38696,three,three,0.0
106264,want,want,0.0
63843,here,here,0.0
68093,his,his,0.0
33768,all,all,0.0
20534,of,of,0.0
33570,the,the,0.0
112002,hissed,himself,0.5
2523,mention,mention,0.0
108588,had,had,0.0
86771,",",',1.0
9388,VIENNA,Vienna,0.8333333333333334
36020,the,the,0.0
58086,very,very,0.0
96165,ask,"""",1.0
104247,driven,driven,0.0
19256,accused,accused,0.0
44118,predators,predators,0.0
55614,it,1,1.0
49355,close,close,0.0
14633,of,of,0.0
91015,had,had,0.0
16376,if,if,0.0
75418,",",",",0.0
102058,too,too,0.0
21794,new,new,0.0
40182,of,of,0.0
63021,While,While,0.0
39336,It,It,0.0
102907,lonely,lonely,0.0
54165,and,and,0.0
104120,weight,weight,0.0
74934,has,has,0.0
103345,have,have,0.0
84134,Angeli,Angel,0.16666666666666666
24055,and,and,0.0
76748,social,social,0.0
54155,and,and,0.0
47272,'s,',0.5
20530,in,",",1.0
12704,Edward,Edward,0.0
99563,anger,anger,0.0
99805,sent,sent,0.0
89657,filched,fields,0.7142857142857143
95983,he,he,0.0
36470,In,In,0.0
29755,",",",",0.0
104722,west,end,0.75
3487,beyond,beyond,0.0
71317,occasion,occasion,0.0
75513,may,may,0.0
33470,is,is,0.0
10732,that,that,0.0
37322,place,place,0.0
91798,utter,letter,0.4
70563,parting,partly,0.42857142857142855
19942,my,my,0.0
6843,),",",1.0
76185,control,control,0.0
113614,properly,property,0.125
111679,easy,easy,0.0
39314,drawing-rooms,drawingroomroomroomroroomrooms,1.3846153846153846
40968,finish,finish,0.0
43872,tired,time,0.4
98589,but,but,0.0
61441,God,God,0.0
31477,last,last,0.0
25902,to,to,0.0
9838,saw,saw,0.0
19799,pitch,pitch,0.0
105712,We,We,0.0
100417,we,we,0.0
102646,",",",",0.0
35065,3,3,0.0
103693,ask,ask,0.0
28876,through,through,0.0
1681,delegates,delegates,0.0
65131,his,his,0.0
7785,the,the,0.0
66352,described,described,0.0
50266,to,to,0.0
87535,With,With,0.0
53496,poll-tax,polltaxtax,0.375
72615,should,should,0.0
99039,in,in,0.0
93722,we,we,0.0
25163,the,the,0.0
42618,chines,chin,0.3333333333333333
44134,content,content,0.0
94965,and,and,0.0
74995,it,it,0.0
79744,observing,observing,0.0
96347,she,the,0.3333333333333333
73549,of,of,0.0
58838,",",",",0.0
18269,and,and,0.0
11734,mobilisation,rubbish,0.75
91888,come,come,0.0
41443,the,the,0.0
21663,units,units,0.0
78288,or,a,1.0
110424,touched,touch,0.2857142857142857
93792,go,go,0.0
76129,experienced,experienced,0.0
33706,personal,personal,0.0
5413,authority,authority,0.0
62064,am,am,0.0
34016,The,The,0.0
101309,from,from,0.0
52389,Gaunt,Count,0.4
101178,life,life,0.0
8878,and,and,0.0
23787,",",",",0.0
61366,frightful,frightful,0.0
100688,her,he,0.3333333333333333
1664,because,because,0.0
75247,according,according,0.0
79305,which,which,0.0
30976,a,a,0.0
27118,if,if,0.0
4480,of,of,0.0
20750,economic,economic,0.0
99762,morning,morning,0.0
94775,hurts,hurts,0.0
88272,fervently,farewell,0.5555555555555556
34756,of,of,0.0
80006,approx.,approve,0.2857142857142857
20395,a,a,0.0
43610,even,even,0.0
109722,else's,elsess',0.3333333333333333
85866,I,",",1.0
84068,uttered,altered,0.2857142857142857
57170,;,;,0.0
105941,towards,towards,0.0
109989,!,!,0.0
43492,"""",",",1.0
70336,any,any,0.0
61246,have,have,0.0
58162,town,town,0.0
10878,would,would,0.0
39470,a,a,0.0
64005,prophet,prophet,0.0
13965,to,to,0.0
17540,had,had,0.0
90438,arrival,arrival,0.0
108054,",",",",0.0
77711,employing,employing,0.0
75585,Welwyn,Wewyn,0.16666666666666666
84472,schemes,stones,0.5714285714285714
99170,set,set,0.0
14867,good,good,0.0
32529,problems,problems,0.0
89594,by,but,1.0
114682,reported,reported,0.0
39853,small,small,0.0
39756,while,while,0.0
18137,was,was,0.0
89518,confirms,confirms,0.0
91864,table,table,0.0
64382,to,to,0.0
108382,?,?,0.0
38479,quoting,ago,0.8571428571428571
61936,a,a,0.0
112520,the,the,0.0
46617,responsible,responsible,0.0
23168,of,of,0.0
70431,that,that,0.0
58345,",",",",0.0
85763,'d,',0.5
7775,a,a,0.0
40270,),),0.0
71261,was,was,0.0
104320,I,",",1.0
10760,",",",",0.0
81248,on,on,0.0
38070,not,not,0.0
46126,they,they,0.0
182,out-dated,and-,0.8888888888888888
87168,heard,heard,0.0
41934,made,made,0.0
71504,Byron,Byron,0.0
70148,Byron,Byron,0.0
66441,had,had,0.0
72648,of,of,0.0
78640,molal,usual,0.6
46471,Final,Final,0.0
105562,lot,lot,0.0
21119,which,which,0.0
50088,sought,sought,0.0
77532,Schemes,Scheme,0.14285714285714285
61019,he,he,0.0
70987,society,society,0.0
79352,to,to,0.0
37509,never,never,0.0
49363,train,train,0.0
78582,electrically,electrically,0.0
75680,with,with,0.0
20795,?,?,0.0
110529,a,a,0.0
55571,and,and,0.0
88142,a,",",1.0
66940,of,of,0.0
78268,that,that,0.0
7536,",",",",0.0
32368,Bending,Bend,0.42857142857142855
996,and,and,0.0
104249,surviving,servicing,0.2222222222222222
42738,of,of,0.0
11505,speech,speech,0.0
111960,?,',1.0
10008,the,the,0.0
91861,across,across,0.0
14130,barbarously,favourably,0.6363636363636364
39430,",",",",0.0
34950,mixture,mixture,0.0
50508,to,to,0.0
17511,two,two,0.0
26548,altogether,altogether,0.0
91931,and,and,0.0
106075,some,some,0.0
49014,ensured,ensured,0.0
27879,Allen,Allen,0.0
45625,for,for,0.0
82619,whole,whole,0.0
9691,Union,Union,0.0
78817,of,of,0.0
38308,the,the,0.0
1003,not,not,0.0
11627,most,most,0.0
64124,chapter,chapter,0.0
69048,necessary,necessary,0.0
75601,more,more,0.0
26288,dramatist,drama,0.4444444444444444
83371,impatient,important,0.4444444444444444
42148,for,for,0.0
112943,me,me,0.0
81869,of,of,0.0
108931,You,You,0.0
20501,was,was,0.0
37178,from,from,0.0
93999,saying,saying,0.0
53240,its,its,0.0
33499,orchards,overlook,0.875
74523,payments,payments,0.0
12069,This,This,0.0
75288,numbers,numbers,0.0
107967,a,a,0.0
86311,one,one,0.0
55338,and,and,0.0
68176,told,told,0.0
40959,",",",",0.0
30907,cut,cut,0.0
90163,the,the,0.0
38229,",",",",0.0
106418,go,go,0.0
91142,wanted,wanted,0.0
42074,floor,floor,0.0
105403,at,at,0.0
81359,to,to,0.0
60019,was,was,0.0
66199,a,a,0.0
63604,of,of,0.0
12757,ETU,ET,0.3333333333333333
114774,white,white,0.0
17530,deaths,deaths,0.0
101810,-,-,0.0
77925,London,London,0.0
76551,with,with,0.0
106837,chair,chain,0.2
57441,month,mouth,0.2
37579,we,we,0.0
78302,niobium,minimum,0.5714285714285714
4815,be,be,0.0
82041,early,early,0.0
11108,of,of,0.0
44869,In,In,0.0
84929,we,we,0.0
104070,in,in,0.0
7680,has,has,0.0
20450,It,it,0.5
10129,of,of,0.0
24925,monuments,monuments,0.0
53666,of,of,0.0
57888,he,he,0.0
26930,morality,morality,0.0
11593,He,',1.0
11103,This,This,0.0
15441,to,to,0.0
111381,which,which,0.0
107112,safely,satly,0.3333333333333333
100591,they,they,0.0
94831,other,attractive,1.8
21870,time,time,0.0
8151,will,will,0.0
22261,of,of,0.0
2568,not,not,0.0
52505,",",",",0.0
64289,As,As,0.0
111832,the,the,0.0
102538,greeted,operated,0.5714285714285714
7177,Algeria,Algeria,0.0
43110,Norwegian,Norwegian,0.0
42801,the,He,0.6666666666666666
87428,happily,happy,0.2857142857142857
93776,visited,visited,0.0
1911,has,has,0.0
22270,play,play,0.0
13275,if,if,0.0
43961,little,little,0.0
34149,",",",",0.0
112090,the,the,0.0
63161,them-,them,0.2
64003,a,a,0.0
27967,action,action,0.0
30848,a,a,0.0
25607,single,single,0.0
38101,she,she,0.0
33048,the,the,0.0
72324,anybody,anybody,0.0
92306,calling,calling,0.0
21233,prevent,prevent,0.0
17749,trading,trading,0.0
78930,within,within,0.0
15199,this,this,0.0
82471,going,going,0.0
39224,and,and,0.0
99325,to,to,0.0
108598,remembered,remembered,0.0
94893,had,had,0.0
18903,A,A,0.0
112567,over,over,0.0
24389,characters,characters,0.0
63830,false,false,0.0
40279,marked,marked,0.0
82128,this,this,0.0
22281,ban,ban,0.0
65686,had,had,0.0
57151,",",",",0.0
61369,',",",1.0
37299,ordinary,ordinary,0.0
69941,preserved,preserved,0.0
104001,",",",",0.0
83414,you,you,0.0
41844,Fig.,Fig,0.25
104182,The,The,0.0
82626,favour,favour,0.0
26742,unfamiliar,unfamiliar,0.0
2071,in,in,0.0
13867,on,on,0.0
56556,but,but,0.0
39744,delicate,delicate,0.0
9758,Holy,Holy,0.0
9305,Thinking,making,0.5
8318,the,the,0.0
87201,mother's,mothersss,0.25
76667,and,and,0.0
45648,to,to,0.0
100408,apparently,apparently,0.0
70426,affection,afternoon,0.4444444444444444
10988,all-Regular,atReg Regulator,0.6363636363636364
66045,",",",",0.0
4443,not,not,0.0
61573,fear,fear,0.0
74473,expensive,expensive,0.0
100505,island,island,0.0
22491,of,of,0.0
2791,slice,silica,0.4
16046,apartheid,apartheid,0.0
46952,T.,T,0.5
74177,the,the,0.0
32223,a,a,0.0
32736,it,it,0.0
14156,Germany,Germany,0.0
17386,folk,folk,0.0
31573,no,no,0.0
93850,she,she,0.0
49047,By,By,0.0
108162,off-duty,offdutydutyduty,1.0
7486,that,that,0.0
25984,who,who,0.0
76350,bring,bring,0.0
70483,England,England England England Eu,2.7142857142857144
77237,are,are,0.0
71140,affidavit,affidavit,0.0
30988,I,",",1.0
50371,",",",",0.0
98839,clarity,charity,0.14285714285714285
55842,the,the,0.0
38704,the,the,0.0
98222,first,first,0.0
83919,passion,passion,0.0
40065,give,give,0.0
75117,basically,basically,0.0
18844,The,The,0.0
69743,marketable,merchant,0.7
14886,small,small,0.0
40823,the,the,0.0
18168,!,!,0.0
86918,inter-,intro,0.3333333333333333
42420,taken,taken,0.0
27676,were,were,0.0
81799,the,the,0.0
2296,He,He,0.0
26567,heard,heard,0.0
50260,",",;,1.0
35983,the,the,0.0
18332,into,into,0.0
90498,As,As,0.0
10323,safety,safety,0.0
98840,he,he,0.0
17477,about,about,0.0
92038,Stage,Stage,0.0
21016,toward,toward,0.0
59399,against,against,0.0
43877,),",",1.0
57742,1superceded,1weed,0.6363636363636364
41018,the,the,0.0
52711,",",",",0.0
27202,It,It,0.0
29426,piano,piano,0.0
56774,not,not,0.0
106717,animatedly,automatically,0.7
64979,found,found,0.0
88792,supper,supper,0.0
72305,in,in,0.0
1552,spokesman,spokesman,0.0
46580,in,in,0.0
44652,thrown,normally,1.1666666666666667
95066,Mr,Mr,0.0
15820,primitive,primitive,0.0
12101,these,these,0.0
95654,And,And,0.0
41677,which,which,0.0
1410,of,of,0.0
23644,",",",",0.0
71318,was,was,0.0
39706,",",",",0.0
60805,de,de,0.0
69610,THAT,THAT,0.0
112463,loan,loan,0.0
21577,number,number,0.0
22535,concentrated,concentrated,0.0
30373,on,on,0.0
98882,scanner,scanner,0.0
87190,woman,woman,0.0
97655,we,we,0.0
109684,course,course,0.0
6219,convicted,convicted,0.0
61823,mistaken,mistaken,0.0
84209,glance,glance,0.0
54869,said,said,0.0
108884,didn't,didntt,0.16666666666666666
89229,lay,lay,0.0
5327,week,week,0.0
93818,on,on,0.0
17652,to,to,0.0
19540,specialising,special,0.4166666666666667
16068,left,left,0.0
17366,lucky,lucky,0.0
55923,was,was,0.0
81133,uniformity,uniformity,0.0
103071,a,on,2.0
93475,mistake,mistake,0.0
64851,for,for,0.0
65899,brother-in-law,otherinininlawlawlaw Lawlawlaw lawlawlaw,2.2857142857142856
50163,",",",",0.0
51375,aromatics,aromatic,0.1111111111111111
32419,more,more,0.0
3032,new,new,0.0
4971,Mr.,Mr,0.3333333333333333
113758,did,did,0.0
36930,surge,Europe,0.6
29855,writer,writer,0.0
6987,guest,guest,0.0
60927,who,who,0.0
55822,of,of,0.0
41553,seat,seat,0.0
14177,fire,fine,0.25
69381,with,with,0.0
86704,hour,hour,0.0
53944,gauged,gauge,0.16666666666666666
81769,he,he,0.0
87330,rooms,rooms,0.0
113788,",",",",0.0
12304,of,of,0.0
93712,lawyer,lawyer,0.0
58521,enjoyed,enjoyed,0.0
22098,who,who,0.0
91436,the,the,0.0
11865,strictures,stitches,0.4
77714,the,the,0.0
9333,President,President,0.0
89320,of,of,0.0
37537,to,to,0.0
22913,appears,appears,0.0
103182,"""","""",0.0
27648,",",",",0.0
47160,itself,itself,0.0
18586,too,too,0.0
108491,'s,',0.5
77617,and,and,0.0
100926,",",",",0.0
4862,General,General,0.0
80729,of,of,0.0
30696,room,room,0.0
89995,office,office,0.0
2171,Kennedy,Kennedy,0.0
14963,to,to,0.0
87797,right,right,0.0
29118,"""","""",0.0
51294,cannot,cannot,0.0
30882,the,the,0.0
22938,An,An,0.0
48651,of,of,0.0
86116,me,me,0.0
105356,us,us,0.0
107442,alone,alone,0.0
7737,British,British,0.0
69723,-,-,0.0
95187,could,could,0.0
95207,a,a,0.0
68983,dear,de,0.5
42518,brass,Lucas,0.8
35697,derived,derived,0.0
114743,shoes,shoes,0.0
45776,bits,bit,0.25
62228,!,!,0.0
35135,hard-,hard,0.2
43796,without,without,0.0
69767,",",",",0.0
105681,either,either,0.0
78030,through,through,0.0
31283,then,then,0.0
27390,more,more,0.0
5441,supreme,supreme,0.0
77358,down,down,0.0
64104,",",",",0.0
66281,that,that,0.0
44497,end,end,0.0
52185,HE,HE,0.0
19856,six,six,0.0
16357,appeared,appeared,0.0
12324,cliche-ridden,chinsidedininlob,0.9230769230769231
53271,and,and,0.0
6769,for,for,0.0
84175,badge,badge,0.0
86136,had,had,0.0
70687,code,code,0.0
1680,African,African,0.0
60444,the,the,0.0
20439,will,will,0.0
61281,fall,fall,0.0
33896,"""","""",0.0
7333,and,and,0.0
100210,With,with,0.25
5663,not,not,0.0
80264,recognized,recognize,0.1
37995,be,he,0.5
64493,notice,notice,0.0
44725,",",",",0.0
34553,soul,see,0.75
53023,even,even,0.0
112045,down,down,0.0
28881,as,as,0.0
87778,No,No,0.0
61862,mass,man,0.5
5691,in,in,0.0
58436,as,as,0.0
102184,be,be,0.0
109292,into,into,0.0
53438,marks,wants,0.6
85310,a,a,0.0
79033,of,of,0.0
16993,to,to,0.0
60080,rain,rain,0.0
60258,is,is,0.0
90676,",",',1.0
49382,taking,taking,0.0
105948,supposed,supposed,0.0
23217,club,club,0.0
73452,three,three,0.0
51328,long,long,0.0
25220,the,the,0.0
62183,of,of,0.0
54888,took,took,0.0
33964,is,is,0.0
52422,trouble,trouble,0.0
50956,that,that,0.0
40356,taper,taper,0.0
43798,to,to,0.0
30504,atmosphere,atmosphere,0.0
95671,surely,surely,0.0
45160,very,very,0.0
47563,established,established,0.0
63350,years,years,0.0
91273,I,I,0.0
94315,in,in,0.0
63983,remedies,remedies,0.0
53080,who,who,0.0
89557,his,his,0.0
63351,before,before,0.0
53862,",",",",0.0
68175,He,He,0.0
95778,so,?,1.0
41169,frame,frame,0.0
59313,been,been,0.0
45893,be,be,0.0
85358,was,was,0.0
11337,to,to,0.0
55746,have,have,0.0
63850,express,express,0.0
16060,Commonwealth,Commonwealth,0.0
52184,THAT,THAT,0.0
40387,making,making,0.0
42411,the,the,0.0
101705,weren't,werenttt,0.2857142857142857
113141,",",",",0.0
69715,pretends,pretend,0.125
39302,One,One,0.0
71630,at,at,0.0
107075,he,he,0.0
70078,wrote,wrote,0.0
36547,the,the,0.0
2452,to,to,0.0
13651,of,of,0.0
12424,",",",",0.0
4372,it,it,0.0
49362,the,the,0.0
103458,me,me,0.0
37544,time,time,0.0
