id,true_text,predicted_text,metrics
26945,Bryan,Brown,0.4
3614,a,a,0.0
69006,a,on,2.0
44620,these,,1.0
51467,alone,alone,0.0
114273,holiday,obby,0.7142857142857143
56066,he,he,0.0
54185,many,w,1.0
56240,",",I,1.0
31551,gives,g,0.8
53696,was,W,1.0
32687,colleagues,alques,0.6
83098,one,one,0.0
71506,he,,1.0
53064,',,1.0
67284,later,akes,0.6
92243,life-tempo,life--,0.5
45335,;,I,1.0
68558,",",,1.0
57957,the,the,0.0
58334,to,to,0.0
13657,a,,1.0
14257,self-,self,0.2
7633,their,their,0.0
76755,large,age,0.4
45762,it,,1.0
94843,Indians,Mad,0.8571428571428571
227,existence,ience,0.4444444444444444
71654,women,W,1.0
69677,and,,1.0
111112,a,a,0.0
78019,to,to,0.0
45138,obvious,ob,0.7142857142857143
56384,how,how,0.0
112351,house,have,0.6
106795,he,l,1.0
81980,could,could,0.0
46741,citizens,ans,0.75
30038,agreed,ed,0.6666666666666666
27920,their,their,0.0
46772,to,do,0.5
66990,Neapolitan,Nph,0.8
73542,in,,1.0
6925,of,of,0.0
59716,",",,1.0
15128,takes,akes,0.2
3212,He,He,0.0
54695,fought,ought,0.16666666666666666
43579,fishery,h,0.8571428571428571
15067,has,has,0.0
44056,"1,500","l,,,'ll,",1.4
50558,",",,1.0
101908,you,you,0.0
37998,afternoon,all,0.8888888888888888
69077,The,The,0.0
71614,with,with,0.0
14991,rising,using,0.3333333333333333
6262,last,bot,0.75
10176,which,which,0.0
61230,the,the,0.0
6453,hold,,1.0
66480,",",I,1.0
23961,this,this,0.0
32127,ture,,1.0
18012,Good,Good,0.0
8590,any,,1.0
43395,Norfolk,N,0.8571428571428571
75060,the,the,0.0
115003,it,i,0.5
37903,how,how,0.0
34842,night-time,night,0.5
14419,possibility,pability,0.36363636363636365
25552,",",I,1.0
18068,a,C,1.0
20427,first,first,0.0
34070,God,God,0.0
113887,Monsieur,ise,0.75
98657,she,The,0.3333333333333333
43678,",",,1.0
76906,),),0.0
100190,alone,,1.0
93933,kept,kept,0.0
13026,carrying,ing,0.625
29321,the,the,0.0
101014,wid,wid,0.0
17981,life,life,0.0
95772,two-twenty,"-.""."".""--.""-."""",.""."""",---"",.""-"","",."""",""..""."""".."""","".""."""".""""."".""",6.2
27401,his,his,0.0
86663,Passon,reason,0.5
24624,bring,ing,0.4
7936,Liberal,Lral,0.42857142857142855
79395,is,,1.0
51394,created,ated,0.42857142857142855
2423,saying,any,0.6666666666666666
11518,#,pe,2.0
97990,their,their,0.0
35827,by,by,0.0
88961,respect,ex,0.8571428571428571
52233,",",I,1.0
102981,Accuracy,Acc,0.625
54343,One,One,0.0
104741,like,we,0.75
102165,ought,ought,0.0
12376,signed,and,0.6666666666666666
104448,said,,1.0
82971,be,be,0.0
103630,me,,1.0
50207,sighed,g,0.8333333333333334
39468,can,can,0.0
11613,United,l,1.0
22868,well,well,0.0
65712,",",I,1.0
61122,the,the,0.0
29138,can't,'t.,0.8
88543,Kitty,l,1.0
96452,spirits,spirit,0.14285714285714285
35322,we,we,0.0
36752,",",1,1.0
96370,though,through,0.16666666666666666
92234,in,,1.0
99006,5.0,5,0.6666666666666666
89197,than,,1.0
67730,found,end,0.6
101747,",",I,1.0
19461,I,2,1.0
47735,",",I,1.0
86509,Pete,P,0.75
42181,the,the,0.0
31205,"""",il,2.0
5354,is,is,0.0
64771,new,new,0.0
45008,hexagonal,ological,0.6666666666666666
83196,Empress,Em,0.7142857142857143
53934,Chapter,ChapterChapter,1.0
33104,page,page,0.0
38629,at,at,0.0
25961,estranged,ended,0.5555555555555556
39035,crochet,c,0.8571428571428571
110036,other,,1.0
57408,a,a,0.0
23436,with,will,0.5
108031,been,been,0.0
48759,Lefroy,ef,0.6666666666666666
65692,the,the,0.0
56008,Burge,B,0.8
43623,caught,aught,0.16666666666666666
34505,your,your,0.0
88130,it,it,0.0
39870,stitches,othes,0.5
97775,',,1.0
95036,unwelcome,un,0.7777777777777778
96830,he,he,0.0
70327,her,he,0.3333333333333333
107202,be,be,0.0
98314,Captive,Capture,0.2857142857142857
79261,radioactivity,adactivity,0.23076923076923078
97364,conductor,cond,0.5555555555555556
26218,for,for,0.0
77208,Post,Post,0.0
24681,and,and,0.0
76504,been,,1.0
95174,minds,mind,0.2
85084,as,as,0.0
106830,dancing,ing,0.5714285714285714
23826,France,rance,0.16666666666666666
36312,particular,partier,0.4
8455,can,ana,0.6666666666666666
23036,"""",,1.0
90065,regarded,required,0.5
31635,set,,1.0
42089,use,we,0.6666666666666666
43410,herring,,1.0
64858,",",,1.0
101734,if,I,1.0
29905,David,David,0.0
21027,ally,ally,0.0
39849,are,,1.0
36322,together,together,0.0
39658,household,husband,0.5555555555555556
38696,three,three,0.0
106264,want,want,0.0
63843,here,here,0.0
68093,his,his,0.0
33768,all,all,0.0
20534,of,,1.0
33570,the,the,0.0
112002,hissed,m,1.0
2523,mention,,1.0
108588,had,,1.0
86771,",",,1.0
9388,VIENNA,ViIC,0.8333333333333334
36020,the,the,0.0
58086,very,ven,0.5
96165,ask,app.,1.0
104247,driven,driven,0.0
19256,accused,cause,0.42857142857142855
44118,predators,gradors,0.4444444444444444
55614,it,,1.0
49355,close,ose,0.4
14633,of,of,0.0
91015,had,,1.0
16376,if,if,0.0
75418,",",,1.0
102058,too,,1.0
21794,new,new,0.0
40182,of,of,0.0
63021,While,,1.0
39336,It,,1.0
102907,lonely,love,0.5
54165,and,and,0.0
104120,weight,weight,0.0
74934,has,has,0.0
103345,have,have,0.0
84134,Angeli,An,0.6666666666666666
24055,and,and,0.0
76748,social,social,0.0
54155,and,and,0.0
47272,'s,a,1.0
20530,in,,1.0
12704,Edward,Edward,0.0
99563,anger,age,0.4
99805,sent,,1.0
89657,filched,like,0.7142857142857143
95983,he,e,0.5
36470,In,l,1.0
29755,",",I,1.0
104722,west,en,0.75
3487,beyond,be,0.6666666666666666
71317,occasion,OISON,1.0
75513,may,,1.0
33470,is,is,0.0
10732,that,that,0.0
37322,place,place,0.0
91798,utter,,1.0
70563,parting,p.,0.8571428571428571
19942,my,my,0.0
6843,),,1.0
76185,control,control,0.0
113614,properly,probably,0.375
111679,easy,eas,0.25
39314,drawing-rooms,drawrooms,0.3076923076923077
40968,finish,Pish,0.5
43872,tired,,1.0
98589,but,but,0.0
61441,God,god,0.3333333333333333
31477,last,last,0.0
25902,to,to,0.0
9838,saw,son,0.6666666666666666
19799,pitch,p,0.8
105712,We,,1.0
100417,we,Ge,0.5
102646,",",,1.0
35065,3,3,0.0
103693,ask,ask,0.0
28876,through,through,0.0
1681,delegates,ologies,0.5555555555555556
65131,his,his,0.0
7785,the,,1.0
66352,described,decized,0.3333333333333333
50266,to,,1.0
87535,With,with,0.25
53496,poll-tax,---1--lex,0.875
72615,should,should,0.0
99039,in,in,0.0
93722,we,we,0.0
25163,the,the,0.0
42618,chines,ives,0.5
44134,content,out,0.7142857142857143
94965,and,,1.0
74995,it,it,0.0
79744,observing,obving,0.3333333333333333
96347,she,,1.0
73549,of,of,0.0
58838,",",I,1.0
18269,and,and,0.0
11734,mobilisation,unization,0.5
91888,come,come,0.0
41443,the,the,0.0
21663,units,ants,0.4
78288,or,/,1.0
110424,touched,t,0.8571428571428571
93792,go,go,0.0
76129,experienced,ended,0.6363636363636364
33706,personal,person,0.25
5413,authority,author,0.3333333333333333
62064,am,am,0.0
34016,The,The,0.0
101309,from,brown,0.75
52389,Gaunt,G,0.8
101178,life,like,0.25
8878,and,and,0.0
23787,",",I,1.0
61366,frightful,fulful,0.5555555555555556
100688,her,e,0.6666666666666666
1664,because,because,0.0
75247,according,according,0.0
79305,which,which,0.0
30976,a,a,0.0
27118,if,f,0.5
4480,of,of,0.0
20750,economic,economic,0.0
99762,morning,norm,0.7142857142857143
94775,hurts,hur,0.4
88272,fervently,ly,0.7777777777777778
34756,of,of,0.0
80006,approx.,...,0.8571428571428571
20395,a,,1.0
43610,even,even,0.0
109722,else's,else,0.3333333333333333
85866,I,I,0.0
84068,uttered,ed,0.7142857142857143
57170,;,I,1.0
105941,towards,how,0.7142857142857143
109989,!,I,1.0
43492,"""",,1.0
70336,any,,1.0
61246,have,have,0.0
58162,town,town,0.0
10878,would,would,0.0
39470,a,a,0.0
64005,prophet,pro,0.5714285714285714
13965,to,to,0.0
17540,had,had,0.0
90438,arrival,arival,0.14285714285714285
108054,",",,1.0
77711,employing,employ,0.3333333333333333
75585,Welwyn,,1.0
84472,schemes,ses,0.5714285714285714
99170,set,,1.0
14867,good,good,0.0
32529,problems,proems,0.25
89594,by,not,1.5
114682,reported,reported,0.0
39853,small,shall,0.2
39756,while,while,0.0
18137,was,was,0.0
89518,confirms,conf,0.5
91864,table,able,0.2
64382,to,to,0.0
108382,?,2,1.0
38479,quoting,,1.0
61936,a,a,0.0
112520,the,the,0.0
46617,responsible,responsibleble,0.2727272727272727
23168,of,of,0.0
70431,that,that,0.0
58345,",",I,1.0
85763,'d,d,0.5
7775,a,a,0.0
40270,),(,1.0
71261,was,was,0.0
104320,I,,1.0
10760,",",,1.0
81248,on,on,0.0
38070,not,not,0.0
46126,they,they,0.0
182,out-dated,outaded,0.3333333333333333
87168,heard,hard,0.2
41934,made,made,0.0
71504,Byron,Bu,0.8
70148,Byron,B,0.8
66441,had,,1.0
72648,of,of,0.0
78640,molal,,1.0
46471,Final,final,0.2
105562,lot,lot,0.0
21119,which,which,0.0
50088,sought,,1.0
77532,Schemes,se,0.8571428571428571
61019,he,her,0.5
70987,society,soc,0.5714285714285714
79352,to,,1.0
37509,never,never,0.0
49363,train,rain,0.2
78582,electrically,Wally,0.6666666666666666
75680,with,'t,0.75
20795,?,,1.0
110529,a,a,0.0
55571,and,and,0.0
88142,a,,1.0
66940,of,of,0.0
78268,that,,1.0
7536,",",,1.0
32368,Bending,ending,0.14285714285714285
996,and,and,0.0
104249,surviving,sw,0.8888888888888888
42738,of,of,0.0
11505,speech,PR,1.0
111960,?,,1.0
10008,the,the,0.0
91861,across,ac,0.6666666666666666
14130,barbarously,baby,0.6363636363636364
39430,",",I,1.0
34950,mixture,ixture,0.14285714285714285
50508,to,to,0.0
17511,two,two,0.0
26548,altogether,all,0.8
91931,and,and,0.0
106075,some,some,0.0
49014,ensured,ended,0.42857142857142855
27879,Allen,-en,0.6
45625,for,for,0.0
82619,whole,w,0.8
9691,Union,,1.0
78817,of,of,0.0
38308,the,the,0.0
1003,not,not,0.0
11627,most,,1.0
64124,chapter,Chapter,0.14285714285714285
69048,necessary,acc=,0.8888888888888888
75601,more,more,0.0
26288,dramatist,draw,0.6666666666666666
83371,impatient,app,0.8888888888888888
42148,for,for,0.0
112943,me,me,0.0
81869,of,of,0.0
108931,You,You,0.0
20501,was,was,0.0
37178,from,from,0.0
93999,saying,say,0.5
53240,its,its,0.0
33499,orchards,ole,0.875
74523,payments,pay,0.625
12069,This,This,0.0
75288,numbers,makes,0.7142857142857143
107967,a,a,0.0
86311,one,one,0.0
55338,and,and,0.0
68176,told,told,0.0
40959,",",,1.0
30907,cut,cut,0.0
90163,the,the,0.0
38229,",",,1.0
106418,go,go,0.0
91142,wanted,WH,1.0
42074,floor,,1.0
105403,at,at,0.0
81359,to,to,0.0
60019,was,was,0.0
66199,a,a,0.0
63604,of,of,0.0
12757,ETU,ET,0.3333333333333333
114774,white,while,0.2
17530,deaths,death,0.16666666666666666
101810,-,brown,5.0
77925,London,London,0.0
76551,with,with,0.0
106837,chair,chairs,0.2
57441,month,w,1.0
37579,we,w,0.5
78302,niobium,minimum,0.5714285714285714
4815,be,l,1.0
82041,early,early,0.0
11108,of,,1.0
44869,In,'m,1.0
84929,we,we,0.0
104070,in,in,0.0
7680,has,has,0.0
20450,It,t,0.5
10129,of,of,0.0
24925,monuments,w,1.0
53666,of,of,0.0
57888,he,he,0.0
26930,morality,mon,0.75
11593,He,the,1.0
11103,This,This,0.0
15441,to,to,0.0
111381,which,which,0.0
107112,safely,safe,0.3333333333333333
100591,they,,1.0
94831,other,other,0.0
21870,time,time,0.0
8151,will,will,0.0
22261,of,of,0.0
2568,not,not,0.0
52505,",",I,1.0
64289,As,,1.0
111832,the,the,0.0
102538,greeted,ended,0.5714285714285714
7177,Algeria,Al,0.7142857142857143
43110,Norwegian,November,0.6666666666666666
42801,the,,1.0
87428,happily,happy,0.2857142857142857
93776,visited,illed,0.5714285714285714
1911,has,,1.0
22270,play,play,0.0
13275,if,f,0.5
43961,little,little,0.0
34149,",",I,1.0
112090,the,the,0.0
63161,them-,them,0.2
64003,a,a,0.0
27967,action,action,0.0
30848,a,a,0.0
25607,single,single,0.0
38101,she,,1.0
33048,the,the,0.0
72324,anybody,andybody,0.14285714285714285
92306,calling,calling,0.0
21233,prevent,pre,0.5714285714285714
17749,trading,hand,0.7142857142857143
78930,within,within,0.0
15199,this,this,0.0
82471,going,going,0.0
39224,and,and,0.0
99325,to,to,0.0
108598,remembered,rendered,0.4
94893,had,had,0.0
18903,A,A,0.0
112567,over,on,0.75
24389,characters,November,0.8
63830,false,,1.0
40279,marked,m,0.8333333333333334
82128,this,his,0.25
22281,ban,,1.0
65686,had,hard,0.3333333333333333
57151,",",I,1.0
61369,',I,1.0
37299,ordinary,end,0.875
69941,preserved,pass,0.7777777777777778
104001,",",,1.0
83414,you,you,0.0
41844,Fig.,fig,0.5
104182,The,The,0.0
82626,favour,t,1.0
26742,unfamiliar,unier,0.6
2071,in,,1.0
13867,on,,1.0
56556,but,but,0.0
39744,delicate,dicate,0.25
9758,Holy,Holy,0.0
9305,Thinking,inking,0.25
8318,the,the,0.0
87201,mother's,mother,0.25
76667,and,and,0.0
45648,to,to,0.0
100408,apparently,apply,0.5
70426,affection,app,0.8888888888888888
10988,all-Regular,auequ,0.7272727272727273
66045,",",I,1.0
4443,not,not,0.0
61573,fear,lear,0.25
74473,expensive,expensive,0.0
100505,island,learn,0.8333333333333334
22491,of,of,0.0
2791,slice,nice,0.4
16046,apartheid,app,0.7777777777777778
46952,T.,.,0.5
74177,the,the,0.0
32223,a,q,1.0
32736,it,it,0.0
14156,Germany,(ency,0.7142857142857143
17386,folk,,1.0
31573,no,,1.0
93850,she,she,0.0
49047,By,BY,0.5
108162,off-duty,off,0.625
7486,that,that,0.0
25984,who,who,0.0
76350,bring,bring,0.0
70483,England,E,0.8571428571428571
77237,are,,1.0
71140,affidavit,rilid,0.7777777777777778
30988,I,I,0.0
50371,",",i,1.0
98839,clarity,dirty,0.5714285714285714
55842,the,the,0.0
38704,the,the,0.0
98222,first,first,0.0
83919,passion,ansion,0.2857142857142857
40065,give,give,0.0
75117,basically,lyically,0.3333333333333333
18844,The,The,0.0
69743,marketable,metable,0.3
14886,small,,1.0
40823,the,the,0.0
18168,!,,1.0
86918,inter-,-,0.8333333333333334
42420,taken,akes,0.4
27676,were,,1.0
81799,the,the,0.0
2296,He,H,0.5
26567,heard,hand,0.4
50260,",",I,1.0
35983,the,the,0.0
18332,into,IT,1.0
90498,As,As,0.0
10323,safety,s,0.8333333333333334
98840,he,he,0.0
17477,about,about,0.0
92038,Stage,,1.0
21016,toward,tand,0.5
59399,against,ap,0.8571428571428571
43877,),m,1.0
57742,1superceded,xpended,0.5454545454545454
41018,the,the,0.0
52711,",",I,1.0
27202,It,,1.0
29426,piano,p,0.8
56774,not,not,0.0
106717,animatedly,quized,0.7
64979,found,bound,0.2
88792,supper,super,0.16666666666666666
72305,in,,1.0
1552,spokesman,Thompson,0.6666666666666666
46580,in,,1.0
44652,thrown,mreally,1.1666666666666667
95066,Mr,a,1.0
15820,primitive,practice,0.4444444444444444
12101,these,,1.0
95654,And,and,0.3333333333333333
41677,which,which,0.0
1410,of,,1.0
23644,",",1,1.0
71318,was,was,0.0
39706,",",,1.0
60805,de,de,0.0
69610,THAT,AT,0.5
112463,loan,,1.0
21577,number,w,1.0
22535,concentrated,constarted,0.4166666666666667
30373,on,,1.0
98882,scanner,sc,0.7142857142857143
87190,woman,W,1.0
97655,we,we,0.0
109684,course,Course,0.16666666666666666
6219,convicted,con,0.6666666666666666
61823,mistaken,man,0.625
84209,glance,gl,0.6666666666666666
54869,said,said,0.0
108884,didn't,didn,0.3333333333333333
89229,lay,azy,0.6666666666666666
5327,week,we,0.5
93818,on,on,0.0
17652,to,to,0.0
19540,specialising,special,0.4166666666666667
16068,left,left,0.0
17366,lucky,ock,0.6
55923,was,was,0.0
81133,uniformity,un,0.8
103071,a,a,0.0
93475,mistake,make,0.42857142857142855
64851,for,for,0.0
65899,brother-in-law,---her-,0.7142857142857143
50163,",",,1.0
51375,aromatics,acc,0.7777777777777778
32419,more,,1.0
3032,new,w,0.6666666666666666
4971,Mr.,Mr,0.3333333333333333
113758,did,did,0.0
36930,surge,ur,0.6
29855,writer,written,0.3333333333333333
6987,guest,gu,0.6
60927,who,who,0.0
55822,of,of,0.0
41553,seat,seat,0.0
14177,fire,,1.0
69381,with,with,0.0
86704,hour,how,0.5
53944,gauged,gged,0.3333333333333333
81769,he,he,0.0
87330,rooms,YOU,1.0
113788,",",I,1.0
12304,of,,1.0
93712,lawyer,bur,0.8333333333333334
58521,enjoyed,umped,0.7142857142857143
22098,who,who,0.0
91436,the,the,0.0
11865,strictures,othes,0.7
77714,the,the,0.0
9333,President,President,0.0
89320,of,of,0.0
37537,to,,1.0
22913,appears,app,0.5714285714285714
103182,"""",1,1.0
27648,",",I,1.0
47160,itself,self,0.3333333333333333
18586,too,be,1.0
108491,'s,S,1.0
77617,and,and,0.0
100926,",",,1.0
4862,General,General,0.0
80729,of,of,0.0
30696,room,room,0.0
89995,office,,1.0
2171,Kennedy,lely,0.7142857142857143
14963,to,to,0.0
87797,right,right,0.0
29118,"""",1,1.0
51294,cannot,amount,0.8333333333333334
30882,the,,1.0
22938,An,An,0.0
48651,of,of,0.0
86116,me,me,0.0
105356,us,us,0.0
107442,alone,alone,0.0
7737,British,British,0.0
69723,-,M,1.0
95187,could,could,0.0
95207,a,a,0.0
68983,dear,,1.0
42518,brass,,1.0
35697,derived,derived,0.0
114743,shoes,sh,0.6
45776,bits,bits,0.0
62228,!,1,1.0
35135,hard-,hard,0.2
43796,without,without,0.0
69767,",",I,1.0
105681,either,either,0.0
78030,through,through,0.0
31283,then,the,0.25
27390,more,more,0.0
5441,supreme,sup,0.5714285714285714
77358,down,down,0.0
64104,",",,1.0
66281,that,that,0.0
44497,end,and,0.3333333333333333
52185,HE,HE,0.0
19856,six,X,1.0
16357,appeared,app,0.625
12324,cliche-ridden,cl---=--,0.7692307692307693
53271,and,and,0.0
6769,for,for,0.0
84175,badge,,1.0
86136,had,had,0.0
70687,code,code,0.0
1680,African,African,0.0
60444,the,the,0.0
20439,will,will,0.0
61281,fall,fall,0.0
33896,"""",,1.0
7333,and,and,0.0
100210,With,W,0.75
5663,not,not,0.0
80264,recognized,ic,0.9
37995,be,he,0.5
64493,notice,notice,0.0
44725,",",I,1.0
34553,soul,s,0.75
53023,even,even,0.0
112045,down,down,0.0
28881,as,d,1.0
87778,No,No,0.0
61862,mass,,1.0
5691,in,in,0.0
58436,as,,1.0
102184,be,be,0.0
109292,into,into,0.0
53438,marks,makes,0.4
85310,a,a,0.0
79033,of,of,0.0
16993,to,to,0.0
60080,rain,rain,0.0
60258,is,is,0.0
90676,",",,1.0
49382,taking,taking,0.0
105948,supposed,umped,0.5
23217,club,,1.0
73452,three,have,0.6
51328,long,long,0.0
25220,the,the,0.0
62183,of,of,0.0
54888,took,,1.0
33964,is,s,0.5
52422,trouble,tble,0.42857142857142855
50956,that,that,0.0
40356,taper,t,0.8
43798,to,to,0.0
30504,atmosphere,emhere,0.5
95671,surely,s,0.8333333333333334
45160,very,very,0.0
47563,established,subished,0.36363636363636365
63350,years,years,0.0
91273,I,I,0.0
94315,in,i,0.5
63983,remedies,rem,0.625
53080,who,who,0.0
89557,his,his,0.0
63351,before,,1.0
53862,",",,1.0
68175,He,He,0.0
95778,so,.,1.0
41169,frame,,1.0
59313,been,been,0.0
45893,be,be,0.0
85358,was,was,0.0
11337,to,to,0.0
55746,have,have,0.0
63850,express,ex,0.7142857142857143
16060,Commonwealth,ounce,0.75
52184,THAT,TH,0.5
40387,making,making,0.0
42411,the,the,0.0
