id,image_id,text
86,a01-000x-03-07,the
87,a01-000x-03-08,subject
88,a01-000x-04-00,and
89,a01-000x-04-01,he
92,a01-000x-04-04,be
93,a01-000x-04-05,backed
95,a01-000x-04-07,Mr.
96,a01-000x-04-08,Will
97,a01-000x-04-09,Griffiths
98,a01-000x-04-10,","
99,a01-000x-05-00,P
101,a01-000x-05-02,Manchester
102,a01-000x-05-03,Exchange
104,a01-003-00-00,Though
108,a01-003-00-04,some
109,a01-003-00-05,Left-wing
111,a01-003-00-07,","
112,a01-003-00-08,a
113,a01-003-01-00,large
114,a01-003-01-01,majority
115,a01-003-01-02,of
116,a01-003-01-03,Labour
117,a01-003-01-04,Ps
120,a01-003-01-07,to
121,a01-003-02-00,turn
122,a01-003-02-01,down
123,a01-003-02-02,the
124,a01-003-02-03,Foot-Griffiths
125,a01-003-02-04,resolution
127,a01-003-02-06,Mr.
128,a01-003-03-00,Foot's
130,a01-003-03-02,will
131,a01-003-03-03,be
133,a01-003-03-05,as
134,a01-003-03-06,Labour
135,a01-003-03-07,Ps
136,a01-003-04-00,opposed
137,a01-003-04-01,the
138,a01-003-04-02,Government
141,a01-003-04-05,brought
142,a01-003-05-00,life
143,a01-003-05-01,peers
144,a01-003-05-02,into
146,a01-003-05-04,","
148,a01-003-05-06,should
150,a01-003-06-00,now
151,a01-003-06-01,put
153,a01-003-06-03,nominees
156,a01-003-06-06,believes
158,a01-003-07-01,the
159,a01-003-07-02,House
160,a01-003-07-03,of
161,a01-003-07-04,Lords
162,a01-003-07-05,should
163,a01-003-07-06,be
165,a01-003-08-00,and
166,a01-003-08-01,that
168,a01-003-08-03,should
169,a01-003-08-04,not
171,a01-003-08-06,any
172,a01-003-08-07,steps
173,a01-003-09-00,which
174,a01-003-09-01,would
175,a01-003-09-02,appear
176,a01-003-09-03,to
179,a01-003-09-06,up
180,a01-003-09-07,""""
181,a01-003-09-08,an
183,a01-003-10-00,institution
185,a01-003u-00-00,Though
186,a01-003u-00-01,they
188,a01-003u-00-03,gather
190,a01-003u-00-05,Left-wing
191,a01-003u-01-00,support
192,a01-003u-01-01,","
194,a01-003u-01-03,large
195,a01-003u-01-04,majority
196,a01-003u-01-05,of
198,a01-003u-02-00,Ps
199,a01-003u-02-01,are
200,a01-003u-02-02,likely
201,a01-003u-02-03,to
203,a01-003u-02-05,down
204,a01-003u-02-06,the
207,a01-003u-03-01,resolution
210,a01-003u-03-04,Foot's
211,a01-003u-03-05,line
212,a01-003u-03-06,will
213,a01-003u-04-00,be
214,a01-003u-04-01,that
215,a01-003u-04-02,as
216,a01-003u-04-03,Labour
217,a01-003u-04-04,Ps
218,a01-003u-04-05,opposed
219,a01-003u-04-06,the
220,a01-003u-05-00,Government
222,a01-003u-05-02,which
223,a01-003u-05-03,brought
224,a01-003u-05-04,life
225,a01-003u-05-05,peers
226,a01-003u-06-00,into
228,a01-003u-06-02,","
229,a01-003u-06-03,they
230,a01-003u-06-04,should
231,a01-003u-06-05,not
232,a01-003u-06-06,now
233,a01-003u-06-07,put
235,a01-003u-07-01,nominees
237,a01-003u-07-03,He
238,a01-003u-07-04,believes
239,a01-003u-07-05,that
240,a01-003u-07-06,the
241,a01-003u-08-00,House
242,a01-003u-08-01,of
243,a01-003u-08-02,Lords
244,a01-003u-08-03,should
245,a01-003u-08-04,be
246,a01-003u-08-05,abolished
247,a01-003u-08-06,and
248,a01-003u-09-00,that
249,a01-003u-09-01,Labour
250,a01-003u-09-02,should
251,a01-003u-09-03,not
252,a01-003u-09-04,take
253,a01-003u-09-05,any
254,a01-003u-09-06,steps
255,a01-003u-10-00,which
256,a01-003u-10-01,would
257,a01-003u-10-02,appear
258,a01-003u-10-03,to
260,a01-003u-10-05,prop
261,a01-003u-10-06,up
263,a01-003u-10-08,an
264,a01-003u-10-09,out-
265,a01-003x-00-00,Though
266,a01-003x-00-01,they
267,a01-003x-00-02,may
268,a01-003x-00-03,gather
269,a01-003x-00-04,some
270,a01-003x-00-05,Left-wing
271,a01-003x-00-06,support
272,a01-003x-00-07,","
275,a01-003x-01-01,majority
277,a01-003x-01-03,Labour
278,a01-003x-01-04,Ps
280,a01-003x-01-06,likely
281,a01-003x-01-07,to
282,a01-003x-01-08,turn
284,a01-003x-02-01,the
285,a01-003x-02-02,Foot-Griffiths
286,a01-003x-02-03,resolution
289,a01-003x-02-06,Foot's
290,a01-003x-02-07,line
291,a01-003x-03-00,will
292,a01-003x-03-01,be
293,a01-003x-03-02,that
294,a01-003x-03-03,as
295,a01-003x-03-04,Labour
296,a01-003x-03-05,Ps
297,a01-003x-03-06,opposed
299,a01-003x-03-08,Govern-
300,a01-003x-04-00,ment
301,a01-003x-04-01,Bill
302,a01-003x-04-02,which
303,a01-003x-04-03,brought
304,a01-003x-04-04,life
306,a01-003x-04-06,into
307,a01-003x-04-07,existence
308,a01-003x-04-08,","
309,a01-003x-04-09,they
311,a01-003x-05-01,not
312,a01-003x-05-02,now
313,a01-003x-05-03,put
317,a01-003x-05-07,He
318,a01-003x-05-08,believes
319,a01-003x-06-00,that
320,a01-003x-06-01,the
321,a01-003x-06-02,House
325,a01-003x-06-06,be
326,a01-003x-06-07,abolished
327,a01-003x-06-08,and
328,a01-003x-07-00,that
329,a01-003x-07-01,Labour
330,a01-003x-07-02,should
331,a01-003x-07-03,not
332,a01-003x-07-04,take
333,a01-003x-07-05,any
336,a01-003x-07-08,would
337,a01-003x-08-00,appear
338,a01-003x-08-01,to
339,a01-003x-08-02,""""
340,a01-003x-08-03,prop
341,a01-003x-08-04,up
342,a01-003x-08-05,""""
343,a01-003x-08-06,an
345,a01-003x-08-08,institution
347,a01-007-00-00,Since
348,a01-007-00-01,1958
349,a01-007-00-02,","
350,a01-007-00-03,13
351,a01-007-00-04,Labour
352,a01-007-00-05,life
353,a01-007-00-06,Peers
355,a01-007-01-00,Peeresses
356,a01-007-01-01,have
357,a01-007-01-02,been
358,a01-007-01-03,created
361,a01-007-01-06,Labour
362,a01-007-02-00,sentiment
363,a01-007-02-01,would
365,a01-007-02-03,still
367,a01-007-02-05,the
369,a01-007-03-00,of
370,a01-007-03-01,the
371,a01-007-03-02,House
372,a01-007-03-03,of
373,a01-007-03-04,Lords
374,a01-007-03-05,","
376,a01-007-03-07,while
377,a01-007-03-08,it
379,a01-007-04-00,Labour
380,a01-007-04-01,has
381,a01-007-04-02,to
383,a01-007-04-04,an
384,a01-007-04-05,adequate
385,a01-007-04-06,number
387,a01-007-05-00,members
389,a01-007-05-02,THE
390,a01-007-05-03,two
395,a01-007-06-01,of
396,a01-007-06-02,Northern
398,a01-007-06-04,have
399,a01-007-06-05,agreed
400,a01-007-06-06,to
401,a01-007-07-00,get
402,a01-007-07-01,together
403,a01-007-07-02,to
404,a01-007-07-03,face
405,a01-007-07-04,the
406,a01-007-07-05,challenge
407,a01-007-07-06,from
408,a01-007-07-07,Sir
409,a01-007-08-00,Roy
410,a01-007-08-01,Welensky
411,a01-007-08-02,","
414,a01-007-08-05,Premier
418,a01-007u-00-02,","
419,a01-007u-00-03,13
420,a01-007u-00-04,Labour
422,a01-007u-00-06,Peers
423,a01-007u-00-07,and
424,a01-007u-01-00,Peeresses
425,a01-007u-01-01,have
426,a01-007u-01-02,been
427,a01-007u-01-03,created
429,a01-007u-01-05,Most
430,a01-007u-01-06,Labour
431,a01-007u-02-00,sentiment
433,a01-007u-02-02,still
434,a01-007u-02-03,favour
436,a01-007u-02-05,abolition
437,a01-007u-03-00,of
440,a01-007u-03-03,of
441,a01-007u-03-04,Lords
442,a01-007u-03-05,","
443,a01-007u-03-06,but
444,a01-007u-03-07,while
445,a01-007u-03-08,it
446,a01-007u-03-09,remains
447,a01-007u-04-00,Labour
448,a01-007u-04-01,has
449,a01-007u-04-02,to
450,a01-007u-04-03,have
451,a01-007u-04-04,an
452,a01-007u-04-05,adequate
455,a01-007u-05-01,members
457,a01-007u-05-03,THE
459,a01-007u-05-05,rival
460,a01-007u-05-06,African
462,a01-007u-06-01,Parties
463,a01-007u-06-02,of
464,a01-007u-06-03,Northern
465,a01-007u-06-04,Rhodesia
466,a01-007u-07-00,have
467,a01-007u-07-01,agreed
468,a01-007u-07-02,to
469,a01-007u-07-03,get
470,a01-007u-07-04,together
472,a01-007u-07-06,face
473,a01-007u-08-00,the
475,a01-007u-08-02,from
476,a01-007u-08-03,Sir
477,a01-007u-08-04,Roy
478,a01-007u-08-05,Welensky
479,a01-007u-08-06,","
480,a01-007u-09-00,the
481,a01-007u-09-01,Federal
482,a01-007u-09-02,Premier
486,a01-007x-00-02,","
487,a01-007x-00-03,13
488,a01-007x-00-04,Labour
489,a01-007x-00-05,life
490,a01-007x-00-06,Peers
493,a01-007x-01-00,Peeresses
495,a01-007x-01-02,been
498,a01-007x-01-05,Most
499,a01-007x-01-06,Labour
501,a01-007x-02-00,would
502,a01-007x-02-01,still
504,a01-007x-02-03,the
505,a01-007x-02-04,abolition
507,a01-007x-02-06,the
508,a01-007x-02-07,House
509,a01-007x-03-00,of
511,a01-007x-03-02,","
512,a01-007x-03-03,but
514,a01-007x-03-05,it
515,a01-007x-03-06,remains
516,a01-007x-03-07,Labour
517,a01-007x-03-08,has
518,a01-007x-03-09,to
519,a01-007x-04-00,have
520,a01-007x-04-01,an
522,a01-007x-04-03,number
523,a01-007x-04-04,of
526,a01-007x-04-07,THE
527,a01-007x-05-00,two
528,a01-007x-05-01,rival
529,a01-007x-05-02,African
531,a01-007x-05-04,Parties
533,a01-007x-05-06,Northern
535,a01-007x-06-01,have
537,a01-007x-06-03,to
538,a01-007x-06-04,get
540,a01-007x-06-06,to
541,a01-007x-06-07,face
542,a01-007x-06-08,the
543,a01-007x-07-00,challenge
544,a01-007x-07-01,from
546,a01-007x-07-03,Roy
547,a01-007x-07-04,Welensky
548,a01-007x-07-05,","
549,a01-007x-07-06,the
550,a01-007x-07-07,Federal
551,a01-007x-07-08,Premier
553,a01-011-00-00,Delegates
554,a01-011-00-01,from
555,a01-011-00-02,Mr.
556,a01-011-00-03,Kenneth
558,a01-011-00-05,United
559,a01-011-00-06,National
560,a01-011-00-07,Independence
561,a01-011-01-00,Party
562,a01-011-01-01,(
563,a01-011-01-02,"280,000"
564,a01-011-01-03,members
565,a01-011-01-04,)
566,a01-011-01-05,and
568,a01-011-01-07,Harry
569,a01-011-01-08,Nkumbula's
570,a01-011-01-09,African
571,a01-011-02-00,National
572,a01-011-02-01,Congress
573,a01-011-02-02,(
574,a01-011-02-03,"400,000"
575,a01-011-02-04,)
576,a01-011-02-05,will
577,a01-011-02-06,meet
578,a01-011-02-07,in
579,a01-011-02-08,London
580,a01-011-02-09,today
581,a01-011-03-00,to
582,a01-011-03-01,discuss
586,a01-011-03-05,of
587,a01-011-03-06,action
589,a01-011-03-08,Sir
590,a01-011-03-09,Roy
591,a01-011-03-10,is
592,a01-011-04-00,violently
593,a01-011-04-01,opposed
596,a01-011-04-04,getting
598,a01-011-04-06,elected
601,a01-011-05-01,Northern
602,a01-011-05-02,Rhodesia
604,a01-011-05-04,but
605,a01-011-05-05,the
606,a01-011-05-06,Colonial
608,a01-011-05-08,","
609,a01-011-06-00,Mr.
610,a01-011-06-01,Iain
611,a01-011-06-02,Macleod
613,a01-011-06-04,is
614,a01-011-06-05,insisting
616,a01-011-06-07,a
617,a01-011-06-08,policy
618,a01-011-06-09,of
619,a01-011-06-10,change
621,a01-011u-00-00,Delegates
622,a01-011u-00-01,from
623,a01-011u-00-02,Mr.
624,a01-011u-00-03,Kenneth
625,a01-011u-00-04,Kaunda's
626,a01-011u-01-00,United
627,a01-011u-01-01,National
628,a01-011u-01-02,Independence
629,a01-011u-01-03,Party
630,a01-011u-02-00,(
631,a01-011u-02-01,"280,000"
632,a01-011u-02-02,members
633,a01-011u-02-03,)
634,a01-011u-02-04,and
635,a01-011u-02-05,Mr.
636,a01-011u-02-06,Harry
638,a01-011u-03-00,African
640,a01-011u-03-02,Congress
642,a01-011u-03-04,"400,000"
643,a01-011u-03-05,)
645,a01-011u-04-00,meet
646,a01-011u-04-01,in
649,a01-011u-04-04,to
650,a01-011u-04-05,discuss
651,a01-011u-04-06,a
653,a01-011u-05-00,course
654,a01-011u-05-01,of
657,a01-011u-05-04,Sir
658,a01-011u-05-05,Roy
659,a01-011u-05-06,is
660,a01-011u-05-07,violently
661,a01-011u-06-00,opposed
662,a01-011u-06-01,to
663,a01-011u-06-02,Africans
664,a01-011u-06-03,getting
665,a01-011u-06-04,an
666,a01-011u-06-05,elected
667,a01-011u-07-00,majority
668,a01-011u-07-01,in
669,a01-011u-07-02,Northern
672,a01-011u-07-05,but
673,a01-011u-07-06,the
674,a01-011u-08-00,Colonial
676,a01-011u-08-02,","
678,a01-011u-08-04,Iain
680,a01-011u-08-06,","
681,a01-011u-09-00,is
682,a01-011u-09-01,insisting
683,a01-011u-09-02,on
684,a01-011u-09-03,a
685,a01-011u-09-04,policy
686,a01-011u-09-05,of
687,a01-011u-09-06,change
690,a01-011x-00-01,from
691,a01-011x-00-02,Mr.
692,a01-011x-00-03,Kenneth
693,a01-011x-00-04,Kaunda's
695,a01-011x-01-00,National
696,a01-011x-01-01,Independence
697,a01-011x-01-02,Party
701,a01-011x-01-06,)
702,a01-011x-02-00,and
703,a01-011x-02-01,Mr.
704,a01-011x-02-02,Harry
706,a01-011x-02-04,African
707,a01-011x-02-05,National
708,a01-011x-03-00,Congress
709,a01-011x-03-01,(
710,a01-011x-03-02,"400,000"
711,a01-011x-03-03,)
712,a01-011x-03-04,will
713,a01-011x-03-05,meet
716,a01-011x-03-08,today
717,a01-011x-04-00,to
718,a01-011x-04-01,discuss
719,a01-011x-04-02,a
721,a01-011x-04-04,course
722,a01-011x-04-05,of
725,a01-011x-05-00,Sir
726,a01-011x-05-01,Roy
728,a01-011x-05-03,violently
729,a01-011x-05-04,opposed
730,a01-011x-05-05,to
731,a01-011x-05-06,Africans
732,a01-011x-06-00,getting
733,a01-011x-06-01,an
735,a01-011x-06-03,majority
736,a01-011x-06-04,in
737,a01-011x-06-05,Northern
740,a01-011x-07-02,but
741,a01-011x-07-03,the
743,a01-011x-07-05,Secretary
744,a01-011x-07-06,","
745,a01-011x-07-07,Mr.
746,a01-011x-07-08,Iain
747,a01-011x-08-00,Macleod
748,a01-011x-08-01,","
749,a01-011x-08-02,is
750,a01-011x-08-03,insisting
751,a01-011x-08-04,on
752,a01-011x-08-05,a
753,a01-011x-08-06,policy
754,a01-011x-08-07,of
755,a01-011x-08-08,change
757,a01-014-00-00,Sir
758,a01-014-00-01,Roy's
759,a01-014-00-02,United
760,a01-014-00-03,Federal
761,a01-014-00-04,Party
762,a01-014-00-05,is
763,a01-014-00-06,boycotting
764,a01-014-01-00,the
765,a01-014-01-01,London
766,a01-014-01-02,talks
767,a01-014-01-03,on
768,a01-014-01-04,the
769,a01-014-01-05,Protectorate's
770,a01-014-02-00,future
772,a01-014-02-02,Said
773,a01-014-02-03,Mr.
774,a01-014-02-04,Nkumbula
775,a01-014-02-05,last
776,a01-014-02-06,night
777,a01-014-02-07,:
778,a01-014-03-00,""""
779,a01-014-03-01,We
781,a01-014-03-03,to
782,a01-014-03-04,discuss
783,a01-014-03-05,what
785,a01-014-03-07,do
787,a01-014-03-09,the
788,a01-014-04-00,British
789,a01-014-04-01,Government
790,a01-014-04-02,gives
791,a01-014-04-03,in
792,a01-014-04-04,to
793,a01-014-04-05,Sir
794,a01-014-04-06,Roy
795,a01-014-04-07,and
796,a01-014-05-00,the
797,a01-014-05-01,talks
798,a01-014-05-02,fall
799,a01-014-05-03,through
801,a01-014-05-05,There
803,a01-014-05-07,bound
805,a01-014-06-01,be
808,a01-014-06-04,""""
809,a01-014-06-05,Yesterday
810,a01-014-06-06,Sir
811,a01-014-06-07,Roy's
813,a01-014-07-01,aide
815,a01-014-07-03,Mr.
816,a01-014-07-04,Julius
819,a01-014-07-07,telephoned
821,a01-014-08-01,chief
822,a01-014-08-02,a
824,a01-014-08-04,on
825,a01-014-08-05,his
827,a01-014-08-07,with
828,a01-014-09-00,Mr.
829,a01-014-09-01,Macmillan
831,a01-014-09-03,Chequers
836,a01-014u-00-03,Federal
837,a01-014u-00-04,Party
838,a01-014u-00-05,is
839,a01-014u-01-00,boycotting
840,a01-014u-01-01,the
841,a01-014u-01-02,London
842,a01-014u-01-03,talks
844,a01-014u-01-05,the
845,a01-014u-02-00,Protectorate's
846,a01-014u-02-01,future
848,a01-014u-02-03,Said
849,a01-014u-02-04,Mr.
850,a01-014u-02-05,Nkumbula
851,a01-014u-03-00,last
854,a01-014u-03-03,""""
855,a01-014u-03-04,We
856,a01-014u-03-05,want
857,a01-014u-03-06,to
858,a01-014u-03-07,discuss
859,a01-014u-03-08,what
860,a01-014u-03-09,to
861,a01-014u-04-00,do
864,a01-014u-04-03,British
867,a01-014u-04-06,""""
868,a01-014u-05-00,Yesterday
869,a01-014u-05-01,Sir
870,a01-014u-05-02,Roy's
872,a01-014u-05-04,aide
873,a01-014u-05-05,","
874,a01-014u-05-06,Mr.
876,a01-014u-06-01,Greenfield
877,a01-014u-06-02,","
878,a01-014u-06-03,telephoned
879,a01-014u-06-04,his
880,a01-014u-06-05,chief
881,a01-014u-07-00,a
882,a01-014u-07-01,report
883,a01-014u-07-02,on
884,a01-014u-07-03,his
886,a01-014u-07-05,with
887,a01-014u-07-06,Mr.
888,a01-014u-07-07,Macmillan
890,a01-014u-08-01,Chequers
892,a01-014x-00-00,Sir
893,a01-014x-00-01,Roy's
894,a01-014x-00-02,United
895,a01-014x-00-03,Federal
897,a01-014x-00-05,is
898,a01-014x-00-06,boycotting
899,a01-014x-01-00,the
901,a01-014x-01-02,talks
902,a01-014x-01-03,on
903,a01-014x-01-04,the
904,a01-014x-01-05,Protectorate's
905,a01-014x-02-00,future
907,a01-014x-02-02,Said
909,a01-014x-02-04,Nkumbula
910,a01-014x-02-05,last
912,a01-014x-02-07,:
913,a01-014x-03-00,""""
914,a01-014x-03-01,We
916,a01-014x-03-03,to
917,a01-014x-03-04,discuss
922,a01-014x-03-09,the
923,a01-014x-04-00,British
924,a01-014x-04-01,Government
925,a01-014x-04-02,gives
926,a01-014x-04-03,in
927,a01-014x-04-04,to
928,a01-014x-04-05,Sir
929,a01-014x-04-06,Roy
930,a01-014x-05-00,and
932,a01-014x-05-02,talks
933,a01-014x-05-03,fall
934,a01-014x-05-04,through
936,a01-014x-05-06,There
937,a01-014x-05-07,are
939,a01-014x-06-00,to
940,a01-014x-06-01,be
943,a01-014x-06-04,""""
944,a01-014x-06-05,Yesterday
945,a01-014x-06-06,Sir
946,a01-014x-06-07,Roy's
947,a01-014x-07-00,chief
948,a01-014x-07-01,aide
950,a01-014x-07-03,Mr.
951,a01-014x-07-04,Julius
952,a01-014x-07-05,Greenfield
953,a01-014x-07-06,","
954,a01-014x-07-07,telephoned
955,a01-014x-08-00,his
956,a01-014x-08-01,chief
958,a01-014x-08-03,report
959,a01-014x-08-04,on
961,a01-014x-08-06,talks
962,a01-014x-08-07,with
963,a01-014x-08-08,Mr.
964,a01-014x-09-00,Macmillan
966,a01-014x-09-02,Chequers
968,a01-020-00-00,Mr.
969,a01-020-00-01,Macleod
970,a01-020-00-02,went
972,a01-020-00-04,with
973,a01-020-00-05,the
975,a01-020-00-07,at
977,a01-020-01-01,House
978,a01-020-01-02,despite
979,a01-020-01-03,the
980,a01-020-01-04,crisis
982,a01-020-01-06,had
984,a01-020-02-01,up
986,a01-020-02-03,He
989,a01-020-02-06,revealed
991,a01-020-02-08,full
993,a01-020-03-00,to
995,a01-020-03-02,Africans
997,a01-020-03-04,Liberals
998,a01-020-03-05,attending
1001,a01-020-04-00,plans
1002,a01-020-04-01,do
1004,a01-020-04-03,give
1007,a01-020-04-06,the
1008,a01-020-04-07,overall
1009,a01-020-05-00,majority
1011,a01-020-05-02,are
1012,a01-020-05-03,seeking
1014,a01-020-05-05,African
1015,a01-020-05-06,delegates
1016,a01-020-06-00,are
1017,a01-020-06-01,studying
1018,a01-020-06-02,them
1019,a01-020-06-03,today
1023,a01-020-07-00,will
1024,a01-020-07-01,meet
1025,a01-020-07-02,to
1026,a01-020-07-03,discuss
1029,a01-020-07-06,of
1030,a01-020-07-07,a
1031,a01-020-08-00,proposed
1032,a01-020-08-01,House
1033,a01-020-08-02,of
1034,a01-020-08-03,Chiefs
1036,a01-020u-00-00,Mr.
1037,a01-020u-00-01,Macleod
1038,a01-020u-00-02,went
1039,a01-020u-00-03,on
1040,a01-020u-00-04,with
1041,a01-020u-00-05,the
1042,a01-020u-00-06,conference
1043,a01-020u-01-00,at
1044,a01-020u-01-01,Lancaster
1047,a01-020u-01-04,the
1049,a01-020u-02-00,which
1050,a01-020u-02-01,had
1052,a01-020u-02-03,up
1054,a01-020u-02-05,He
1055,a01-020u-02-06,has
1056,a01-020u-02-07,now
1057,a01-020u-02-08,revealed
1058,a01-020u-03-00,his
1059,a01-020u-03-01,full
1060,a01-020u-03-02,plans
1061,a01-020u-03-03,to
1062,a01-020u-03-04,the
1063,a01-020u-03-05,Africans
1064,a01-020u-03-06,and
1065,a01-020u-03-07,Liberals
1068,a01-020u-04-02,These
1069,a01-020u-04-03,plans
1071,a01-020u-04-05,not
1072,a01-020u-04-06,give
1073,a01-020u-04-07,the
1074,a01-020u-05-00,Africans
1076,a01-020u-05-02,overall
1078,a01-020u-05-04,they
1079,a01-020u-05-05,are
1080,a01-020u-06-00,seeking
1082,a01-020u-06-02,African
1083,a01-020u-06-03,delegates
1084,a01-020u-06-04,are
1085,a01-020u-06-05,studying
1087,a01-020u-07-01,today
1089,a01-020u-07-03,The
1091,a01-020u-07-05,will
1093,a01-020u-08-00,to
1095,a01-020u-08-02,the
1096,a01-020u-08-03,function
1097,a01-020u-08-04,of
1098,a01-020u-08-05,a
1099,a01-020u-08-06,proposed
1102,a01-020u-09-02,Chiefs
1104,a01-020x-00-00,Mr.
1106,a01-020x-00-02,went
1110,a01-020x-00-06,conference
1111,a01-020x-00-07,at
1113,a01-020x-01-01,House
1114,a01-020x-01-02,despite
1115,a01-020x-01-03,the
1116,a01-020x-01-04,crisis
1117,a01-020x-01-05,which
1119,a01-020x-02-00,blown
1120,a01-020x-02-01,up
1122,a01-020x-02-03,He
1123,a01-020x-02-04,has
1124,a01-020x-02-05,now
1125,a01-020x-02-06,revealed
1127,a01-020x-02-08,full
1128,a01-020x-02-09,plans
1129,a01-020x-03-00,to
1130,a01-020x-03-01,the
1131,a01-020x-03-02,Africans
1132,a01-020x-03-03,and
1133,a01-020x-03-04,Liberals
1134,a01-020x-03-05,attending
1136,a01-020x-03-07,These
1137,a01-020x-04-00,plans
1138,a01-020x-04-01,do
1139,a01-020x-04-02,not
1140,a01-020x-04-03,give
1142,a01-020x-04-05,Africans
1143,a01-020x-04-06,the
1144,a01-020x-04-07,overall
1145,a01-020x-04-08,majo-
1146,a01-020x-05-00,rity
1147,a01-020x-05-01,they
1148,a01-020x-05-02,are
1151,a01-020x-05-05,African
1152,a01-020x-05-06,delegates
1153,a01-020x-05-07,are
1154,a01-020x-06-00,studying
1155,a01-020x-06-01,them
1156,a01-020x-06-02,today
1158,a01-020x-06-04,The
1161,a01-020x-06-07,meet
1162,a01-020x-07-00,to
1163,a01-020x-07-01,discuss
1164,a01-020x-07-02,the
1165,a01-020x-07-03,function
1166,a01-020x-07-04,of
1167,a01-020x-07-05,a
1169,a01-020x-07-07,House
1170,a01-020x-08-00,of
1171,a01-020x-08-01,Chiefs
1173,a01-026-00-00,MR.
1176,a01-026-00-03,","
1177,a01-026-00-04,the
1178,a01-026-00-05,Colonial
1180,a01-026-00-07,","
1181,a01-026-00-08,denied
1182,a01-026-01-00,in
1183,a01-026-01-01,the
1184,a01-026-01-02,Commons
1185,a01-026-01-03,last
1186,a01-026-01-04,night
1187,a01-026-01-05,that
1188,a01-026-01-06,there
1189,a01-026-01-07,have
1191,a01-026-02-00,secret
1193,a01-026-02-02,on
1194,a01-026-02-03,Northern
1195,a01-026-02-04,Rhodesia's
1196,a01-026-02-05,future
1198,a01-026-03-00,The
1199,a01-026-03-01,Northern
1201,a01-026-03-03,conference
1202,a01-026-03-04,in
1203,a01-026-03-05,London
1204,a01-026-03-06,has
1205,a01-026-04-00,been
1207,a01-026-04-02,by
1208,a01-026-04-03,the
1210,a01-026-04-05,main
1211,a01-026-04-06,settlers'
1212,a01-026-04-07,parties
1213,a01-026-04-08,-
1214,a01-026-05-00,the
1215,a01-026-05-01,United
1217,a01-026-05-03,Party
1218,a01-026-05-04,and
1220,a01-026-05-06,Dominion
1221,a01-026-05-07,Party
1223,a01-026-06-00,But
1225,a01-026-06-02,of
1226,a01-026-06-03,Sir
1227,a01-026-06-04,Roy
1229,a01-026-06-06,","
1232,a01-026-07-01,of
1233,a01-026-07-02,the
1234,a01-026-07-03,Central
1235,a01-026-07-04,African
1236,a01-026-07-05,Federation
1238,a01-026-07-07,went
1239,a01-026-08-00,to
1240,a01-026-08-01,Chequers
1241,a01-026-08-02,at
1242,a01-026-08-03,the
1243,a01-026-08-04,week-end
1244,a01-026-08-05,for
1246,a01-026-08-07,with
1247,a01-026-09-00,Mr.
1250,a01-026u-00-00,MR.
1251,a01-026u-00-01,IAIN
1253,a01-026u-00-03,","
1254,a01-026u-00-04,the
1256,a01-026u-00-06,Secretary
1257,a01-026u-00-07,","
1258,a01-026u-01-00,denied
1259,a01-026u-01-01,in
1260,a01-026u-01-02,the
1261,a01-026u-01-03,Commons
1262,a01-026u-01-04,last
1263,a01-026u-01-05,night
