,image_id,text
54,a01/a01-000x/a01-000x-00-04.png,Mr.
55,a01/a01-000x/a01-000x-00-05.png,Gaitskell
56,a01/a01-000x/a01-000x-00-06.png,from
57,a01/a01-000x/a01-000x-00-07.png,nominating
58,a01/a01-000x/a01-000x-01-00.png,any
59,a01/a01-000x/a01-000x-01-01.png,more
60,a01/a01-000x/a01-000x-01-02.png,Labour
61,a01/a01-000x/a01-000x-01-03.png,life
62,a01/a01-000x/a01-000x-01-04.png,Peers
63,a01/a01-000x/a01-000x-01-05.png,is
64,a01/a01-000x/a01-000x-01-06.png,to
65,a01/a01-000x/a01-000x-01-07.png,be
66,a01/a01-000x/a01-000x-01-08.png,made
67,a01/a01-000x/a01-000x-01-09.png,at
68,a01/a01-000x/a01-000x-01-10.png,a
69,a01/a01-000x/a01-000x-02-00.png,meeting
70,a01/a01-000x/a01-000x-02-01.png,of
71,a01/a01-000x/a01-000x-02-02.png,Labour
72,a01/a01-000x/a01-000x-02-03.png,Ps
73,a01/a01-000x/a01-000x-02-04.png,tomorrow
74,a01/a01-000x/a01-000x-02-06.png,Mr.
75,a01/a01-000x/a01-000x-02-07.png,Michael
76,a01/a01-000x/a01-000x-03-00.png,Foot
77,a01/a01-000x/a01-000x-03-01.png,has
78,a01/a01-000x/a01-000x-03-02.png,put
79,a01/a01-000x/a01-000x-03-03.png,down
80,a01/a01-000x/a01-000x-03-04.png,a
81,a01/a01-000x/a01-000x-03-05.png,resolution
82,a01/a01-000x/a01-000x-03-06.png,on
83,a01/a01-000x/a01-000x-03-07.png,the
84,a01/a01-000x/a01-000x-03-08.png,subject
85,a01/a01-000x/a01-000x-04-00.png,and
86,a01/a01-000x/a01-000x-04-01.png,he
87,a01/a01-000x/a01-000x-04-02.png,is
88,a01/a01-000x/a01-000x-04-03.png,to
89,a01/a01-000x/a01-000x-04-04.png,be
90,a01/a01-000x/a01-000x-04-05.png,backed
91,a01/a01-000x/a01-000x-04-06.png,by
92,a01/a01-000x/a01-000x-04-07.png,Mr.
93,a01/a01-000x/a01-000x-04-08.png,Will
94,a01/a01-000x/a01-000x-04-09.png,Griffiths
95,a01/a01-000x/a01-000x-04-10.png,","
96,a01/a01-000x/a01-000x-05-00.png,P
97,a01/a01-000x/a01-000x-05-01.png,for
98,a01/a01-000x/a01-000x-05-02.png,Manchester
99,a01/a01-000x/a01-000x-05-03.png,Exchange
100,a01/a01-003/a01-003-00-00.png,Though
101,a01/a01-003/a01-003-00-01.png,they
102,a01/a01-003/a01-003-00-02.png,may
103,a01/a01-003/a01-003-00-03.png,gather
104,a01/a01-003/a01-003-00-04.png,some
105,a01/a01-003/a01-003-00-05.png,Left-wing
106,a01/a01-003/a01-003-00-06.png,support
107,a01/a01-003/a01-003-00-07.png,","
108,a01/a01-003/a01-003-00-08.png,a
109,a01/a01-003/a01-003-01-00.png,large
110,a01/a01-003/a01-003-01-01.png,majority
111,a01/a01-003/a01-003-01-02.png,of
112,a01/a01-003/a01-003-01-03.png,Labour
113,a01/a01-003/a01-003-01-04.png,Ps
114,a01/a01-003/a01-003-01-05.png,are
115,a01/a01-003/a01-003-01-06.png,likely
116,a01/a01-003/a01-003-01-07.png,to
117,a01/a01-003/a01-003-02-00.png,turn
118,a01/a01-003/a01-003-02-01.png,down
119,a01/a01-003/a01-003-02-02.png,the
120,a01/a01-003/a01-003-02-03.png,Foot-Griffiths
121,a01/a01-003/a01-003-02-04.png,resolution
122,a01/a01-003/a01-003-02-06.png,Mr.
123,a01/a01-003/a01-003-03-00.png,Foot's
124,a01/a01-003/a01-003-03-01.png,line
125,a01/a01-003/a01-003-03-02.png,will
126,a01/a01-003/a01-003-03-03.png,be
127,a01/a01-003/a01-003-03-04.png,that
128,a01/a01-003/a01-003-03-05.png,as
129,a01/a01-003/a01-003-03-06.png,Labour
130,a01/a01-003/a01-003-03-07.png,Ps
131,a01/a01-003/a01-003-04-00.png,opposed
132,a01/a01-003/a01-003-04-01.png,the
133,a01/a01-003/a01-003-04-02.png,Government
134,a01/a01-003/a01-003-04-03.png,Bill
135,a01/a01-003/a01-003-04-04.png,which
136,a01/a01-003/a01-003-04-05.png,brought
137,a01/a01-003/a01-003-05-00.png,life
138,a01/a01-003/a01-003-05-01.png,peers
139,a01/a01-003/a01-003-05-02.png,into
140,a01/a01-003/a01-003-05-03.png,existence
141,a01/a01-003/a01-003-05-04.png,","
142,a01/a01-003/a01-003-05-05.png,they
143,a01/a01-003/a01-003-05-06.png,should
144,a01/a01-003/a01-003-05-07.png,not
145,a01/a01-003/a01-003-06-00.png,now
146,a01/a01-003/a01-003-06-01.png,put
147,a01/a01-003/a01-003-06-02.png,forward
148,a01/a01-003/a01-003-06-03.png,nominees
149,a01/a01-003/a01-003-06-05.png,He
150,a01/a01-003/a01-003-06-06.png,believes
151,a01/a01-003/a01-003-07-00.png,that
152,a01/a01-003/a01-003-07-01.png,the
153,a01/a01-003/a01-003-07-02.png,House
154,a01/a01-003/a01-003-07-03.png,of
155,a01/a01-003/a01-003-07-04.png,Lords
156,a01/a01-003/a01-003-07-05.png,should
157,a01/a01-003/a01-003-07-06.png,be
158,a01/a01-003/a01-003-07-07.png,abolished
159,a01/a01-003/a01-003-08-00.png,and
160,a01/a01-003/a01-003-08-01.png,that
161,a01/a01-003/a01-003-08-02.png,Labour
162,a01/a01-003/a01-003-08-03.png,should
163,a01/a01-003/a01-003-08-04.png,not
164,a01/a01-003/a01-003-08-05.png,take
165,a01/a01-003/a01-003-08-06.png,any
166,a01/a01-003/a01-003-08-07.png,steps
167,a01/a01-003/a01-003-09-00.png,which
168,a01/a01-003/a01-003-09-01.png,would
169,a01/a01-003/a01-003-09-02.png,appear
170,a01/a01-003/a01-003-09-03.png,to
171,a01/a01-003/a01-003-09-04.png,""""
172,a01/a01-003/a01-003-09-05.png,prop
173,a01/a01-003/a01-003-09-06.png,up
174,a01/a01-003/a01-003-09-07.png,""""
175,a01/a01-003/a01-003-09-08.png,an
176,a01/a01-003/a01-003-09-09.png,out-dated
177,a01/a01-003/a01-003-10-00.png,institution
178,a01/a01-003u/a01-003u-00-00.png,Though
179,a01/a01-003u/a01-003u-00-01.png,they
180,a01/a01-003u/a01-003u-00-02.png,may
181,a01/a01-003u/a01-003u-00-03.png,gather
182,a01/a01-003u/a01-003u-00-04.png,some
183,a01/a01-003u/a01-003u-00-05.png,Left-wing
184,a01/a01-003u/a01-003u-01-00.png,support
185,a01/a01-003u/a01-003u-01-01.png,","
186,a01/a01-003u/a01-003u-01-02.png,a
187,a01/a01-003u/a01-003u-01-03.png,large
188,a01/a01-003u/a01-003u-01-04.png,majority
189,a01/a01-003u/a01-003u-01-05.png,of
190,a01/a01-003u/a01-003u-01-06.png,Labour
191,a01/a01-003u/a01-003u-02-00.png,Ps
192,a01/a01-003u/a01-003u-02-01.png,are
193,a01/a01-003u/a01-003u-02-02.png,likely
194,a01/a01-003u/a01-003u-02-03.png,to
195,a01/a01-003u/a01-003u-02-04.png,turn
196,a01/a01-003u/a01-003u-02-05.png,down
197,a01/a01-003u/a01-003u-02-06.png,the
198,a01/a01-003u/a01-003u-02-07.png,Foot-
199,a01/a01-003u/a01-003u-03-00.png,Griffiths
200,a01/a01-003u/a01-003u-03-01.png,resolution
201,a01/a01-003u/a01-003u-03-03.png,Mr.
202,a01/a01-003u/a01-003u-03-04.png,Foot's
203,a01/a01-003u/a01-003u-03-05.png,line
204,a01/a01-003u/a01-003u-03-06.png,will
205,a01/a01-003u/a01-003u-04-00.png,be
206,a01/a01-003u/a01-003u-04-01.png,that
207,a01/a01-003u/a01-003u-04-02.png,as
208,a01/a01-003u/a01-003u-04-03.png,Labour
209,a01/a01-003u/a01-003u-04-04.png,Ps
210,a01/a01-003u/a01-003u-04-05.png,opposed
211,a01/a01-003u/a01-003u-04-06.png,the
212,a01/a01-003u/a01-003u-05-00.png,Government
213,a01/a01-003u/a01-003u-05-01.png,Bill
214,a01/a01-003u/a01-003u-05-02.png,which
215,a01/a01-003u/a01-003u-05-03.png,brought
216,a01/a01-003u/a01-003u-05-04.png,life
217,a01/a01-003u/a01-003u-05-05.png,peers
218,a01/a01-003u/a01-003u-06-00.png,into
219,a01/a01-003u/a01-003u-06-01.png,existence
220,a01/a01-003u/a01-003u-06-02.png,","
221,a01/a01-003u/a01-003u-06-03.png,they
222,a01/a01-003u/a01-003u-06-04.png,should
223,a01/a01-003u/a01-003u-06-05.png,not
224,a01/a01-003u/a01-003u-06-06.png,now
225,a01/a01-003u/a01-003u-06-07.png,put
226,a01/a01-003u/a01-003u-07-00.png,forward
227,a01/a01-003u/a01-003u-07-01.png,nominees
228,a01/a01-003u/a01-003u-07-03.png,He
229,a01/a01-003u/a01-003u-07-04.png,believes
230,a01/a01-003u/a01-003u-07-05.png,that
231,a01/a01-003u/a01-003u-07-06.png,the
232,a01/a01-003u/a01-003u-08-00.png,House
233,a01/a01-003u/a01-003u-08-01.png,of
234,a01/a01-003u/a01-003u-08-02.png,Lords
235,a01/a01-003u/a01-003u-08-03.png,should
236,a01/a01-003u/a01-003u-08-04.png,be
237,a01/a01-003u/a01-003u-08-05.png,abolished
238,a01/a01-003u/a01-003u-08-06.png,and
239,a01/a01-003u/a01-003u-09-00.png,that
240,a01/a01-003u/a01-003u-09-01.png,Labour
241,a01/a01-003u/a01-003u-09-02.png,should
242,a01/a01-003u/a01-003u-09-03.png,not
243,a01/a01-003u/a01-003u-09-04.png,take
244,a01/a01-003u/a01-003u-09-05.png,any
245,a01/a01-003u/a01-003u-09-06.png,steps
246,a01/a01-003u/a01-003u-10-00.png,which
247,a01/a01-003u/a01-003u-10-01.png,would
248,a01/a01-003u/a01-003u-10-02.png,appear
249,a01/a01-003u/a01-003u-10-03.png,to
250,a01/a01-003u/a01-003u-10-04.png,""""
251,a01/a01-003u/a01-003u-10-05.png,prop
252,a01/a01-003u/a01-003u-10-06.png,up
253,a01/a01-003u/a01-003u-10-07.png,""""
254,a01/a01-003u/a01-003u-10-08.png,an
255,a01/a01-003u/a01-003u-10-09.png,out-
256,a01/a01-003x/a01-003x-00-00.png,Though
257,a01/a01-003x/a01-003x-00-01.png,they
258,a01/a01-003x/a01-003x-00-02.png,may
259,a01/a01-003x/a01-003x-00-03.png,gather
260,a01/a01-003x/a01-003x-00-04.png,some
261,a01/a01-003x/a01-003x-00-05.png,Left-wing
262,a01/a01-003x/a01-003x-00-06.png,support
263,a01/a01-003x/a01-003x-00-07.png,","
264,a01/a01-003x/a01-003x-00-08.png,a
265,a01/a01-003x/a01-003x-01-00.png,large
266,a01/a01-003x/a01-003x-01-01.png,majority
267,a01/a01-003x/a01-003x-01-02.png,of
268,a01/a01-003x/a01-003x-01-03.png,Labour
269,a01/a01-003x/a01-003x-01-04.png,Ps
270,a01/a01-003x/a01-003x-01-05.png,are
271,a01/a01-003x/a01-003x-01-06.png,likely
272,a01/a01-003x/a01-003x-01-07.png,to
273,a01/a01-003x/a01-003x-01-08.png,turn
274,a01/a01-003x/a01-003x-02-00.png,down
275,a01/a01-003x/a01-003x-02-01.png,the
276,a01/a01-003x/a01-003x-02-02.png,Foot-Griffiths
277,a01/a01-003x/a01-003x-02-03.png,resolution
278,a01/a01-003x/a01-003x-02-05.png,Mr.
279,a01/a01-003x/a01-003x-02-06.png,Foot's
280,a01/a01-003x/a01-003x-02-07.png,line
281,a01/a01-003x/a01-003x-03-00.png,will
282,a01/a01-003x/a01-003x-03-01.png,be
283,a01/a01-003x/a01-003x-03-02.png,that
284,a01/a01-003x/a01-003x-03-03.png,as
285,a01/a01-003x/a01-003x-03-04.png,Labour
286,a01/a01-003x/a01-003x-03-05.png,Ps
287,a01/a01-003x/a01-003x-03-06.png,opposed
288,a01/a01-003x/a01-003x-03-07.png,the
289,a01/a01-003x/a01-003x-03-08.png,Govern-
290,a01/a01-003x/a01-003x-04-00.png,ment
291,a01/a01-003x/a01-003x-04-01.png,Bill
292,a01/a01-003x/a01-003x-04-02.png,which
293,a01/a01-003x/a01-003x-04-03.png,brought
294,a01/a01-003x/a01-003x-04-04.png,life
295,a01/a01-003x/a01-003x-04-05.png,peers
296,a01/a01-003x/a01-003x-04-06.png,into
297,a01/a01-003x/a01-003x-04-07.png,existence
298,a01/a01-003x/a01-003x-04-08.png,","
299,a01/a01-003x/a01-003x-04-09.png,they
300,a01/a01-003x/a01-003x-05-00.png,should
301,a01/a01-003x/a01-003x-05-01.png,not
302,a01/a01-003x/a01-003x-05-02.png,now
303,a01/a01-003x/a01-003x-05-03.png,put
304,a01/a01-003x/a01-003x-05-04.png,forward
305,a01/a01-003x/a01-003x-05-05.png,nominees
306,a01/a01-003x/a01-003x-05-07.png,He
307,a01/a01-003x/a01-003x-05-08.png,believes
308,a01/a01-003x/a01-003x-06-00.png,that
309,a01/a01-003x/a01-003x-06-01.png,the
310,a01/a01-003x/a01-003x-06-02.png,House
311,a01/a01-003x/a01-003x-06-03.png,of
312,a01/a01-003x/a01-003x-06-04.png,Lords
313,a01/a01-003x/a01-003x-06-05.png,should
314,a01/a01-003x/a01-003x-06-06.png,be
315,a01/a01-003x/a01-003x-06-07.png,abolished
316,a01/a01-003x/a01-003x-06-08.png,and
317,a01/a01-003x/a01-003x-07-00.png,that
318,a01/a01-003x/a01-003x-07-01.png,Labour
319,a01/a01-003x/a01-003x-07-02.png,should
320,a01/a01-003x/a01-003x-07-03.png,not
321,a01/a01-003x/a01-003x-07-04.png,take
322,a01/a01-003x/a01-003x-07-05.png,any
323,a01/a01-003x/a01-003x-07-06.png,steps
324,a01/a01-003x/a01-003x-07-07.png,which
325,a01/a01-003x/a01-003x-07-08.png,would
326,a01/a01-003x/a01-003x-08-00.png,appear
327,a01/a01-003x/a01-003x-08-01.png,to
328,a01/a01-003x/a01-003x-08-02.png,""""
329,a01/a01-003x/a01-003x-08-03.png,prop
330,a01/a01-003x/a01-003x-08-04.png,up
331,a01/a01-003x/a01-003x-08-05.png,""""
332,a01/a01-003x/a01-003x-08-06.png,an
333,a01/a01-003x/a01-003x-08-07.png,out-dated
334,a01/a01-003x/a01-003x-08-08.png,institution
335,a01/a01-007/a01-007-00-00.png,Since
336,a01/a01-007/a01-007-00-01.png,1958
337,a01/a01-007/a01-007-00-02.png,","
338,a01/a01-007/a01-007-00-03.png,13
339,a01/a01-007/a01-007-00-04.png,Labour
340,a01/a01-007/a01-007-00-05.png,life
341,a01/a01-007/a01-007-00-06.png,Peers
342,a01/a01-007/a01-007-00-07.png,and
343,a01/a01-007/a01-007-01-00.png,Peeresses
344,a01/a01-007/a01-007-01-01.png,have
345,a01/a01-007/a01-007-01-02.png,been
346,a01/a01-007/a01-007-01-03.png,created
347,a01/a01-007/a01-007-01-05.png,Most
348,a01/a01-007/a01-007-01-06.png,Labour
349,a01/a01-007/a01-007-02-00.png,sentiment
350,a01/a01-007/a01-007-02-01.png,would
351,a01/a01-007/a01-007-02-02.png,#
352,a01/a01-007/a01-007-02-03.png,still
353,a01/a01-007/a01-007-02-04.png,favour
354,a01/a01-007/a01-007-02-05.png,the
355,a01/a01-007/a01-007-02-06.png,abolition
356,a01/a01-007/a01-007-03-00.png,of
357,a01/a01-007/a01-007-03-01.png,the
358,a01/a01-007/a01-007-03-02.png,House
359,a01/a01-007/a01-007-03-03.png,of
360,a01/a01-007/a01-007-03-04.png,Lords
361,a01/a01-007/a01-007-03-05.png,","
362,a01/a01-007/a01-007-03-06.png,but
363,a01/a01-007/a01-007-03-07.png,while
364,a01/a01-007/a01-007-03-08.png,it
365,a01/a01-007/a01-007-03-09.png,remains
366,a01/a01-007/a01-007-04-00.png,Labour
367,a01/a01-007/a01-007-04-01.png,has
368,a01/a01-007/a01-007-04-02.png,to
369,a01/a01-007/a01-007-04-03.png,have
370,a01/a01-007/a01-007-04-04.png,an
371,a01/a01-007/a01-007-04-05.png,adequate
372,a01/a01-007/a01-007-04-06.png,number
373,a01/a01-007/a01-007-04-07.png,of
374,a01/a01-007/a01-007-05-00.png,members
375,a01/a01-007/a01-007-05-02.png,THE
376,a01/a01-007/a01-007-05-03.png,two
377,a01/a01-007/a01-007-05-04.png,rival
378,a01/a01-007/a01-007-05-05.png,African
379,a01/a01-007/a01-007-05-06.png,Nationalist
380,a01/a01-007/a01-007-06-00.png,Parties
381,a01/a01-007/a01-007-06-01.png,of
382,a01/a01-007/a01-007-06-02.png,Northern
383,a01/a01-007/a01-007-06-03.png,Rhodesia
384,a01/a01-007/a01-007-06-04.png,have
385,a01/a01-007/a01-007-06-05.png,agreed
386,a01/a01-007/a01-007-06-06.png,to
387,a01/a01-007/a01-007-07-00.png,get
388,a01/a01-007/a01-007-07-01.png,together
389,a01/a01-007/a01-007-07-02.png,to
390,a01/a01-007/a01-007-07-03.png,face
391,a01/a01-007/a01-007-07-04.png,the
392,a01/a01-007/a01-007-07-05.png,challenge
393,a01/a01-007/a01-007-07-06.png,from
394,a01/a01-007/a01-007-07-07.png,Sir
395,a01/a01-007/a01-007-08-00.png,Roy
396,a01/a01-007/a01-007-08-01.png,Welensky
397,a01/a01-007/a01-007-08-02.png,","
398,a01/a01-007/a01-007-08-03.png,the
399,a01/a01-007/a01-007-08-04.png,Federal
400,a01/a01-007/a01-007-08-05.png,Premier
401,a01/a01-007u/a01-007u-00-00.png,Since
402,a01/a01-007u/a01-007u-00-01.png,1958
403,a01/a01-007u/a01-007u-00-02.png,","
404,a01/a01-007u/a01-007u-00-03.png,13
405,a01/a01-007u/a01-007u-00-04.png,Labour
406,a01/a01-007u/a01-007u-00-05.png,life
407,a01/a01-007u/a01-007u-00-06.png,Peers
408,a01/a01-007u/a01-007u-00-07.png,and
409,a01/a01-007u/a01-007u-01-00.png,Peeresses
410,a01/a01-007u/a01-007u-01-01.png,have
411,a01/a01-007u/a01-007u-01-02.png,been
412,a01/a01-007u/a01-007u-01-03.png,created
413,a01/a01-007u/a01-007u-01-05.png,Most
414,a01/a01-007u/a01-007u-01-06.png,Labour
415,a01/a01-007u/a01-007u-02-00.png,sentiment
416,a01/a01-007u/a01-007u-02-01.png,would
417,a01/a01-007u/a01-007u-02-02.png,still
418,a01/a01-007u/a01-007u-02-03.png,favour
419,a01/a01-007u/a01-007u-02-04.png,the
420,a01/a01-007u/a01-007u-02-05.png,abolition
421,a01/a01-007u/a01-007u-03-00.png,of
422,a01/a01-007u/a01-007u-03-01.png,the
423,a01/a01-007u/a01-007u-03-02.png,House
424,a01/a01-007u/a01-007u-03-03.png,of
425,a01/a01-007u/a01-007u-03-04.png,Lords
426,a01/a01-007u/a01-007u-03-05.png,","
427,a01/a01-007u/a01-007u-03-06.png,but
428,a01/a01-007u/a01-007u-03-07.png,while
429,a01/a01-007u/a01-007u-03-08.png,it
430,a01/a01-007u/a01-007u-03-09.png,remains
431,a01/a01-007u/a01-007u-04-00.png,Labour
432,a01/a01-007u/a01-007u-04-01.png,has
433,a01/a01-007u/a01-007u-04-02.png,to
434,a01/a01-007u/a01-007u-04-03.png,have
435,a01/a01-007u/a01-007u-04-04.png,an
436,a01/a01-007u/a01-007u-04-05.png,adequate
437,a01/a01-007u/a01-007u-04-06.png,number
438,a01/a01-007u/a01-007u-05-00.png,of
439,a01/a01-007u/a01-007u-05-01.png,members
440,a01/a01-007u/a01-007u-05-03.png,THE
441,a01/a01-007u/a01-007u-05-04.png,two
442,a01/a01-007u/a01-007u-05-05.png,rival
443,a01/a01-007u/a01-007u-05-06.png,African
444,a01/a01-007u/a01-007u-06-00.png,Nationalist
445,a01/a01-007u/a01-007u-06-01.png,Parties
446,a01/a01-007u/a01-007u-06-02.png,of
447,a01/a01-007u/a01-007u-06-03.png,Northern
448,a01/a01-007u/a01-007u-06-04.png,Rhodesia
449,a01/a01-007u/a01-007u-07-00.png,have
450,a01/a01-007u/a01-007u-07-01.png,agreed
451,a01/a01-007u/a01-007u-07-02.png,to
452,a01/a01-007u/a01-007u-07-03.png,get
453,a01/a01-007u/a01-007u-07-04.png,together
454,a01/a01-007u/a01-007u-07-05.png,to
455,a01/a01-007u/a01-007u-07-06.png,face
456,a01/a01-007u/a01-007u-08-00.png,the
457,a01/a01-007u/a01-007u-08-01.png,challenge
458,a01/a01-007u/a01-007u-08-02.png,from
459,a01/a01-007u/a01-007u-08-03.png,Sir
460,a01/a01-007u/a01-007u-08-04.png,Roy
461,a01/a01-007u/a01-007u-08-05.png,Welensky
462,a01/a01-007u/a01-007u-08-06.png,","
463,a01/a01-007u/a01-007u-09-00.png,the
464,a01/a01-007u/a01-007u-09-01.png,Federal
465,a01/a01-007u/a01-007u-09-02.png,Premier
466,a01/a01-007x/a01-007x-00-00.png,Since
467,a01/a01-007x/a01-007x-00-01.png,1958
468,a01/a01-007x/a01-007x-00-02.png,","
469,a01/a01-007x/a01-007x-00-03.png,13
470,a01/a01-007x/a01-007x-00-04.png,Labour
471,a01/a01-007x/a01-007x-00-05.png,life
472,a01/a01-007x/a01-007x-00-06.png,Peers
473,a01/a01-007x/a01-007x-00-07.png,and
474,a01/a01-007x/a01-007x-00-08.png,#
475,a01/a01-007x/a01-007x-01-00.png,Peeresses
476,a01/a01-007x/a01-007x-01-01.png,have
477,a01/a01-007x/a01-007x-01-02.png,been
478,a01/a01-007x/a01-007x-01-03.png,created
479,a01/a01-007x/a01-007x-01-05.png,Most
480,a01/a01-007x/a01-007x-01-06.png,Labour
481,a01/a01-007x/a01-007x-01-07.png,sentiment
482,a01/a01-007x/a01-007x-02-00.png,would
483,a01/a01-007x/a01-007x-02-01.png,still
484,a01/a01-007x/a01-007x-02-02.png,favour
485,a01/a01-007x/a01-007x-02-03.png,the
486,a01/a01-007x/a01-007x-02-04.png,abolition
487,a01/a01-007x/a01-007x-02-05.png,of
488,a01/a01-007x/a01-007x-02-06.png,the
489,a01/a01-007x/a01-007x-02-07.png,House
490,a01/a01-007x/a01-007x-03-00.png,of
491,a01/a01-007x/a01-007x-03-01.png,Lords
492,a01/a01-007x/a01-007x-03-02.png,","
493,a01/a01-007x/a01-007x-03-03.png,but
494,a01/a01-007x/a01-007x-03-04.png,while
495,a01/a01-007x/a01-007x-03-05.png,it
496,a01/a01-007x/a01-007x-03-06.png,remains
497,a01/a01-007x/a01-007x-03-07.png,Labour
498,a01/a01-007x/a01-007x-03-08.png,has
499,a01/a01-007x/a01-007x-03-09.png,to
500,a01/a01-007x/a01-007x-04-00.png,have
501,a01/a01-007x/a01-007x-04-01.png,an
502,a01/a01-007x/a01-007x-04-02.png,adequate
503,a01/a01-007x/a01-007x-04-03.png,number
504,a01/a01-007x/a01-007x-04-04.png,of
505,a01/a01-007x/a01-007x-04-05.png,members
506,a01/a01-007x/a01-007x-04-07.png,THE
507,a01/a01-007x/a01-007x-05-00.png,two
508,a01/a01-007x/a01-007x-05-01.png,rival
509,a01/a01-007x/a01-007x-05-02.png,African
510,a01/a01-007x/a01-007x-05-03.png,Nationalist
511,a01/a01-007x/a01-007x-05-04.png,Parties
512,a01/a01-007x/a01-007x-05-05.png,of
513,a01/a01-007x/a01-007x-05-06.png,Northern
514,a01/a01-007x/a01-007x-06-00.png,Rhodesia
515,a01/a01-007x/a01-007x-06-01.png,have
516,a01/a01-007x/a01-007x-06-02.png,agreed
517,a01/a01-007x/a01-007x-06-03.png,to
518,a01/a01-007x/a01-007x-06-04.png,get
519,a01/a01-007x/a01-007x-06-05.png,together
520,a01/a01-007x/a01-007x-06-06.png,to
521,a01/a01-007x/a01-007x-06-07.png,face
522,a01/a01-007x/a01-007x-06-08.png,the
523,a01/a01-007x/a01-007x-07-00.png,challenge
524,a01/a01-007x/a01-007x-07-01.png,from
525,a01/a01-007x/a01-007x-07-02.png,Sir
526,a01/a01-007x/a01-007x-07-03.png,Roy
527,a01/a01-007x/a01-007x-07-04.png,Welensky
528,a01/a01-007x/a01-007x-07-05.png,","
529,a01/a01-007x/a01-007x-07-06.png,the
530,a01/a01-007x/a01-007x-07-07.png,Federal
531,a01/a01-007x/a01-007x-07-08.png,Premier
532,a01/a01-011/a01-011-00-00.png,Delegates
533,a01/a01-011/a01-011-00-01.png,from
534,a01/a01-011/a01-011-00-02.png,Mr.
535,a01/a01-011/a01-011-00-03.png,Kenneth
536,a01/a01-011/a01-011-00-04.png,Kaunda's
537,a01/a01-011/a01-011-00-05.png,United
538,a01/a01-011/a01-011-00-06.png,National
539,a01/a01-011/a01-011-00-07.png,Independence
540,a01/a01-011/a01-011-01-00.png,Party
541,a01/a01-011/a01-011-01-01.png,(
542,a01/a01-011/a01-011-01-02.png,"280,000"
543,a01/a01-011/a01-011-01-03.png,members
544,a01/a01-011/a01-011-01-04.png,)
545,a01/a01-011/a01-011-01-05.png,and
546,a01/a01-011/a01-011-01-06.png,Mr.
547,a01/a01-011/a01-011-01-07.png,Harry
548,a01/a01-011/a01-011-01-08.png,Nkumbula's
549,a01/a01-011/a01-011-01-09.png,African
550,a01/a01-011/a01-011-02-00.png,National
551,a01/a01-011/a01-011-02-01.png,Congress
552,a01/a01-011/a01-011-02-02.png,(
